/Phi0 X,/Phi0 Y,/Phi1 X,/Phi1 Y,/Phi2 X,/Phi2 Y,/PhiMSBadd X,/PhiMSBadd Y,/PhiMSBrst X,/PhiMSBrst Y,/Phiacc X,/Phiacc Y,/Phioutadd X,/Phioutadd Y,/Phioutrst X,/Phioutrst Y,/VC0 X,/VC0 Y,/VC1 X,/VC1 Y,/VC2 X,/VC2 Y,/VC3 X,/VC3 Y,/VC4 X,/VC4 Y,/Vcout X,/Vcout Y,/dvalid X,/dvalid Y,/ip X,/ip Y
1.205663188916184e-08,0,1.205663188916184e-08,0,1.205663188916184e-08,1,1.205663188916184e-08,0.7008242470586614,1.205663188916184e-08,0.0001462978783103696,1.205663188916184e-08,0,1.205663188916184e-08,-0.0001865456749592391,1.205663188916184e-08,0,1.205663188916184e-08,0.5555261538299907,1.205663188916184e-08,0.6179809911419273,1.205663188916184e-08,0.8774563779440605,1.205663188916184e-08,0.5886582448689773,1.205663188916184e-08,0.5131079940348717,1.205663188916184e-08,0.006204345249720376,1.205663188916184e-08,0,1.205663188916184e-08,1
1.205854595114871e-08,0,1.205854595114871e-08,0,1.205854595114871e-08,1,1.205854595114871e-08,0.5563125610611573,1.205854595114871e-08,0.0001146607223106114,1.205854595114871e-08,0,1.205854595114871e-08,-0.0001062772900443281,1.205854595114871e-08,0,1.205854595114871e-08,0.5557018909591134,1.205854595114871e-08,0.640337708848437,1.205854595114871e-08,0.8547293468729305,1.205854595114871e-08,0.6183330889772712,1.205854595114871e-08,0.5133670412084946,1.205854595114871e-08,0.006207124427546138,1.205854595114871e-08,0,1.205854595114871e-08,1
1.20606799315959e-08,0,1.20606799315959e-08,0,1.20606799315959e-08,1,1.20606799315959e-08,0.4047778264141384,1.20606799315959e-08,0.0001500838534385809,1.20606799315959e-08,0,1.20606799315959e-08,1.989121768418807e-05,1.20606799315959e-08,0,1.20606799315959e-08,0.5558085067911107,1.20606799315959e-08,0.6623813875967769,1.20606799315959e-08,0.8328663481385695,1.20606799315959e-08,0.6507104547677206,1.20606799315959e-08,0.5161987994874906,1.20606799315959e-08,0.006212993817503047,1.20606799315959e-08,0,1.20606799315959e-08,1
1.206255876843338e-08,0,1.206255876843338e-08,0,1.206255876843338e-08,1,1.206255876843338e-08,0.2921769407943857,1.206255876843338e-08,0.0002188014541253737,1.206255876843338e-08,0,1.206255876843338e-08,0.0001416658152963768,1.206255876843338e-08,0,1.206255876843338e-08,0.5558621004774682,1.206255876843338e-08,0.678789211593395,1.206255876843338e-08,0.8168548064544773,1.206255876843338e-08,0.6805551273948327,1.206255876843338e-08,0.5211816739818832,1.206255876843338e-08,0.00621936646780724,1.206255876843338e-08,0,1.206255876843338e-08,1
1.206408180036965e-08,0,1.206408180036965e-08,0,1.206408180036965e-08,1,1.206408180036965e-08,0.2181523261805867,1.206408180036965e-08,0.0002483253201131053,1.206408180036965e-08,0,1.206408180036965e-08,0.0001968539756628752,1.206408180036965e-08,0,1.206408180036965e-08,0.5558919123591667,1.206408180036965e-08,0.6900114171822156,1.206408180036965e-08,0.8060003378476309,1.206408180036965e-08,0.7077041693910604,1.206408180036965e-08,0.525711886297708,1.206408180036965e-08,0.006222213091186128,1.206408180036965e-08,0,1.206408180036965e-08,1
1.206571485160869e-08,0,1.206571485160869e-08,0,1.206571485160869e-08,1,1.206571485160869e-08,0.1593740108433243,1.206571485160869e-08,0.000243881889132896,1.206571485160869e-08,0,1.206571485160869e-08,0.000208740394415336,1.206571485160869e-08,0,1.206571485160869e-08,0.5559139017683272,1.206571485160869e-08,0.7001408541470154,1.206571485160869e-08,0.7962339490520672,1.206571485160869e-08,0.738930884782698,1.206571485160869e-08,0.5301263260679424,1.206571485160869e-08,0.006222608284377957,1.206571485160869e-08,0,1.206571485160869e-08,1
1.206730049211686e-08,0,1.206730049211686e-08,0,1.206730049211686e-08,1,1.206730049211686e-08,0.1212853853722101,1.206730049211686e-08,0.0002399794034183765,1.206730049211686e-08,0,1.206730049211686e-08,0.0002156643494514518,1.206730049211686e-08,0,1.206730049211686e-08,0.5559257697459964,1.206730049211686e-08,0.7082996900090668,1.206730049211686e-08,0.7883467774472962,1.206730049211686e-08,0.7681814456450292,1.206730049211686e-08,0.534415273284418,1.206730049211686e-08,0.006222798810875844,1.206730049211686e-08,0,1.206730049211686e-08,1
1.206920457628745e-08,0,1.206920457628745e-08,0,1.206920457628745e-08,1,1.206920457628745e-08,0.09147212982955237,1.206920457628745e-08,0.0002403714704809623,1.206920457628745e-08,0,1.206920457628745e-08,0.0002118246070319519,1.206920457628745e-08,0,1.206920457628745e-08,0.5559300142114073,1.206920457628745e-08,0.7162561491650729,1.206920457628745e-08,0.7805943144902676,1.206920457628745e-08,0.7997505701089125,1.206920457628745e-08,0.5397063360722272,1.206920457628745e-08,0.006222979328927119,1.206920457628745e-08,0,1.206920457628745e-08,1
1.207057611791578e-08,0,1.207057611791578e-08,0,1.207057611791578e-08,1,1.207057611791578e-08,0.07600673287936777,1.207057611791578e-08,0.0002278635679899746,1.207057611791578e-08,0,1.207057611791578e-08,0.0002086677392531669,1.207057611791578e-08,0,1.207057611791578e-08,0.5559278225105625,1.207057611791578e-08,0.720932479173842,1.207057611791578e-08,0.7759904094347048,1.207057611791578e-08,0.8197439895702014,1.207057611791578e-08,0.5431563344563114,1.207057611791578e-08,0.006222444129160534,1.207057611791578e-08,0,1.207057611791578e-08,1
1.20719745634601e-08,0,1.20719745634601e-08,0,1.20719745634601e-08,1,1.20719745634601e-08,0.06220559750554323,1.20719745634601e-08,0.0001923899802342366,1.20719745634601e-08,0,1.20719745634601e-08,0.0001793069436324995,1.20719745634601e-08,0,1.20719745634601e-08,0.5559212295947007,1.20719745634601e-08,0.7249517541117241,1.20719745634601e-08,0.7719841872467634,1.20719745634601e-08,0.8372157490520624,1.20719745634601e-08,0.5457869013876265,1.20719745634601e-08,0.006220355640597508,1.20719745634601e-08,0,1.20719745634601e-08,1
1.207322457253397e-08,0,1.207322457253397e-08,0,1.207322457253397e-08,1,1.207322457253397e-08,0.05069878457989526,1.207322457253397e-08,0.0001428809297370031,1.207322457253397e-08,0,1.207322457253397e-08,0.0001333488298549668,1.207322457253397e-08,0,1.207322457253397e-08,0.5559124008565669,1.207322457253397e-08,0.7279999495947493,1.207322457253397e-08,0.7689010741919005,1.207322457253397e-08,0.8502077285548856,1.207322457253397e-08,0.5471151767818663,1.207322457253397e-08,0.006217279033184538,1.207322457253397e-08,0,1.207322457253397e-08,1
1.207458322299538e-08,0,1.207458322299538e-08,0,1.207458322299538e-08,1,1.207458322299538e-08,0.03941901807645271,1.207458322299538e-08,9.185631171791549e-05,1.207458322299538e-08,0,1.207458322299538e-08,8.508810034703835e-05,1.207458322299538e-08,0,1.207458322299538e-08,0.5559018318180426,1.207458322299538e-08,0.7308263671062136,1.207458322299538e-08,0.7660031482468272,1.207458322299538e-08,0.8621694779761604,1.207458322299538e-08,0.5478250447494472,1.207458322299538e-08,0.006214113850859515,1.207458322299538e-08,0,1.207458322299538e-08,1
1.207597985136439e-08,0,1.207597985136439e-08,0,1.207597985136439e-08,1,1.207597985136439e-08,0.02963082916957341,1.207597985136439e-08,5.561239963970773e-05,1.207597985136439e-08,0,1.207597985136439e-08,5.087512442129121e-05,1.207597985136439e-08,0,1.207597985136439e-08,0.5558919025386523,1.207597985136439e-08,0.7332889359002069,1.207597985136439e-08,0.7634477757005291,1.207597985136439e-08,0.8728100369381259,1.207597985136439e-08,0.5481985643821161,1.207597985136439e-08,0.006211850733886488,1.207597985136439e-08,0,1.207597985136439e-08,1
1.207728213946507e-08,0,1.207728213946507e-08,0,1.207728213946507e-08,1,1.207728213946507e-08,0.02229921088797154,1.207728213946507e-08,3.411068928759839e-05,1.207728213946507e-08,0,1.207728213946507e-08,3.079447258530006e-05,1.207728213946507e-08,0,1.207728213946507e-08,0.5558837230446899,1.207728213946507e-08,0.7352447576005275,1.207728213946507e-08,0.761396139759094,1.207728213946507e-08,0.8815395605655769,1.207728213946507e-08,0.5483871310465838,1.207728213946507e-08,0.006210536566097983,1.207728213946507e-08,0,1.207728213946507e-08,1
1.207901994715536e-08,0,1.207901994715536e-08,0,1.207901994715536e-08,1,1.207901994715536e-08,0.01494032778939321,1.207901994715536e-08,1.74994201747755e-05,1.207901994715536e-08,0,1.207901994715536e-08,1.546206811486506e-05,1.207901994715536e-08,0,1.207901994715536e-08,0.5558746293507745,1.207901994715536e-08,0.7374339789187496,1.207901994715536e-08,0.7590741899980299,1.207901994715536e-08,0.8917209242159576,1.207901994715536e-08,0.548519588335571,1.207901994715536e-08,0.006209515626871563,1.207901994715536e-08,0,1.207901994715536e-08,1
1.208127128673984e-08,0,1.208127128673984e-08,0,1.208127128673984e-08,1,1.208127128673984e-08,0.008665040920593075,1.208127128673984e-08,6.963889754016838e-06,1.208127128673984e-08,0,1.208127128673984e-08,5.952339167120966e-06,1.208127128673984e-08,0,1.208127128673984e-08,0.5558651762797368,1.208127128673984e-08,0.7396932282486691,1.208127128673984e-08,0.7566452724374315,1.208127128673984e-08,0.9028354124659705,1.208127128673984e-08,0.5485902693648168,1.208127128673984e-08,0.00620890781475271,1.208127128673984e-08,0,1.208127128673984e-08,1
1.208419370573899e-08,0,1.208419370573899e-08,0,1.208419370573899e-08,1,1.208419370573899e-08,0.004146281639461459,1.208419370573899e-08,2.036108865446943e-06,1.208419370573899e-08,0,1.208419370573899e-08,1.631162114589612e-06,1.208419370573899e-08,0,1.208419370573899e-08,0.5558560950487508,1.208419370573899e-08,0.7418880313395425,1.208419370573899e-08,0.754247679718159,1.208419370573899e-08,0.9144473586432429,1.208419370573899e-08,0.5486165079468036,1.208419370573899e-08,0.006208636057094081,1.208419370573899e-08,0,1.208419370573899e-08,1
1.208789156842533e-08,0,1.208789156842533e-08,0,1.208789156842533e-08,1,1.208789156842533e-08,0.001608249587815328,1.208789156842533e-08,2.429500977388457e-07,1.208789156842533e-08,0,1.208789156842533e-08,1.296533655699069e-07,1.208789156842533e-08,0,1.208789156842533e-08,0.5558478948606141,1.208789156842533e-08,0.7438148774760983,1.208789156842533e-08,0.7521038742828597,1.208789156842533e-08,0.9256008297563679,1.208789156842533e-08,0.5486168183642064,1.208789156842533e-08,0.006208586656944668,1.208789156842533e-08,0,1.208789156842533e-08,1
1.209289004061243e-08,0,1.209289004061243e-08,0,1.209289004061243e-08,1,1.209289004061243e-08,0.0004622573830148081,1.209289004061243e-08,2.974929981653211e-08,1.209289004061243e-08,0,1.209289004061243e-08,-3.86491277565924e-08,1.209289004061243e-08,0,1.209289004061243e-08,0.5558406613935896,1.209289004061243e-08,0.7454424624094855,1.209289004061243e-08,0.7502555361116412,1.209289004061243e-08,0.936127518594893,1.209289004061243e-08,0.5486096969061226,1.209289004061243e-08,0.00620862113873164,1.209289004061243e-08,0,1.209289004061243e-08,1
1.209997082828779e-08,0,1.209997082828779e-08,0,1.209997082828779e-08,1,1.209997082828779e-08,0.0001095674915098737,1.209997082828779e-08,-9.032886543043615e-08,1.209997082828779e-08,0,1.209997082828779e-08,-1.477821609044461e-07,1.209997082828779e-08,0,1.209997082828779e-08,0.5558345376533678,1.209997082828779e-08,0.7466560868987191,1.209997082828779e-08,0.7488447718365507,1.209997082828779e-08,0.9452053999521413,1.209997082828779e-08,0.5485990023841648,1.209997082828779e-08,0.00620870009155301,1.209997082828779e-08,0,1.209997082828779e-08,1
1.211019343743459e-08,0,1.211019343743459e-08,0,1.211019343743459e-08,1,1.211019343743459e-08,4.076077098182172e-05,1.211019343743459e-08,1.08990004302836e-07,1.211019343743459e-08,0,1.211019343743459e-08,2.609825844970772e-08,1.211019343743459e-08,0,1.211019343743459e-08,0.5558303399991112,1.211019343743459e-08,0.7473555520407961,1.211019343743459e-08,0.7480084095686268,1.211019343743459e-08,0.9516698436276707,1.211019343743459e-08,0.5485927580710147,1.211019343743459e-08,0.006208807142465479,1.211019343743459e-08,0,1.211019343743459e-08,1
1.212254442948596e-08,0,1.212254442948596e-08,0,1.212254442948596e-08,1,1.212254442948596e-08,1.694580862697959e-05,1.212254442948596e-08,5.572747177800629e-09,1.212254442948596e-08,0,1.212254442948596e-08,-5.655699570782708e-08,1.212254442948596e-08,0,1.212254442948596e-08,0.5558283722469141,1.212254442948596e-08,0.7475850163649377,1.212254442948596e-08,0.7477220072875236,1.212254442948596e-08,0.9546661727995416,1.212254442948596e-08,0.548589181526856,1.212254442948596e-08,0.006208939193946906,1.212254442948596e-08,0,1.212254442948596e-08,1
1.213813316395785e-08,0,1.213813316395785e-08,0,1.213813316395785e-08,1,1.213813316395785e-08,4.68518146641008e-06,1.213813316395785e-08,1.393654804223291e-07,1.213813316395785e-08,0,1.213813316395785e-08,5.724894306690368e-08,1.213813316395785e-08,0,1.213813316395785e-08,0.5558276923699532,1.213813316395785e-08,0.7476377169955042,1.213813316395785e-08,0.7476508928814899,1.213813316395785e-08,0.9558547101589749,1.213813316395785e-08,0.5485885613391254,1.213813316395785e-08,0.006209097407399819,1.213813316395785e-08,0,1.213813316395785e-08,1
1.215873121906203e-08,0,1.215873121906203e-08,0,1.215873121906203e-08,1,1.215873121906203e-08,3.0459599659742e-06,1.215873121906203e-08,1.958469081342437e-08,1.215873121906203e-08,0,1.215873121906203e-08,-4.268817029373671e-08,1.215873121906203e-08,0,1.215873121906203e-08,0.5558274235683063,1.215873121906203e-08,0.7476428699538848,1.215873121906203e-08,0.7476415201690968,1.215873121906203e-08,0.9562231402629364,1.215873121906203e-08,0.5485877079655165,1.215873121906203e-08,0.006209313524438033,1.215873121906203e-08,0,1.215873121906203e-08,1
1.21894415184384e-08,0,1.21894415184384e-08,0,1.21894415184384e-08,1,1.21894415184384e-08,-1.961617471473811e-08,1.21894415184384e-08,1.405667442229277e-07,1.21894415184384e-08,0,1.21894415184384e-08,5.85003673548447e-08,1.21894415184384e-08,0,1.21894415184384e-08,0.5558273942976905,1.21894415184384e-08,0.7476423379009776,1.21894415184384e-08,0.7476413593961807,1.21894415184384e-08,0.9563071332487881,1.21894415184384e-08,0.5485880962054175,1.21894415184384e-08,0.006209626993075364,1.21894415184384e-08,0,1.21894415184384e-08,1
1.224030078452558e-08,0,1.224030078452558e-08,0,1.224030078452558e-08,1,1.224030078452558e-08,1.507169156159467e-06,1.224030078452558e-08,2.086367159527906e-08,1.224030078452558e-08,0,1.224030078452558e-08,-4.142550358909479e-08,1.224030078452558e-08,0,1.224030078452558e-08,0.5558272770140426,1.224030078452558e-08,0.7476422273932856,1.224030078452558e-08,0.7476411525834504,1.224030078452558e-08,0.9563192002957916,1.224030078452558e-08,0.548587562224192,1.224030078452558e-08,0.006210155396201237,1.224030078452558e-08,0,1.224030078452558e-08,1
1.230574418799661e-08,0,1.230574418799661e-08,0,1.230574418799661e-08,1,1.230574418799661e-08,-7.674084533602907e-07,1.230574418799661e-08,1.400187055574812e-07,1.230574418799661e-08,0,1.230574418799661e-08,5.796007768234079e-08,1.230574418799661e-08,0,1.230574418799661e-08,0.5558272343052215,1.230574418799661e-08,0.7476421307586876,1.230574418799661e-08,0.747641090000069,1.230574418799661e-08,0.9563259213776064,1.230574418799661e-08,0.5485879564973765,1.230574418799661e-08,0.00621082719642814,1.230574418799661e-08,0,1.230574418799661e-08,1
1.239296238355591e-08,0,1.239296238355591e-08,0,1.239296238355591e-08,1,1.239296238355591e-08,1.204776604791438e-06,1.239296238355591e-08,2.127655930597351e-08,1.239296238355591e-08,0,1.239296238355591e-08,-4.101742795056077e-08,1.239296238355591e-08,0,1.239296238355591e-08,0.5558270705219078,1.239296238355591e-08,0.7476419319738,1.239296238355591e-08,0.747640882257813,1.239296238355591e-08,0.9563299015572526,1.239296238355591e-08,0.5485873990100615,1.239296238355591e-08,0.006211730866151484,1.239296238355591e-08,0,1.239296238355591e-08,1
1.250723846566772e-08,0,1.250723846566772e-08,0,1.250723846566772e-08,1,1.250723846566772e-08,-9.499907254619362e-07,1.250723846566772e-08,1.397271682208702e-07,1.250723846566772e-08,0,1.250723846566772e-08,5.767177398920932e-08,1.250723846566772e-08,0,1.250723846566772e-08,0.5558269634828162,1.250723846566772e-08,0.7476417640135081,1.250723846566772e-08,0.7476407135765281,1.250723846566772e-08,0.9563324991779624,1.250723846566772e-08,0.5485877376121918,1.250723846566772e-08,0.006212906555825213,1.250723846566772e-08,0,1.250723846566772e-08,1
1.266408828756279e-08,0,1.266408828756279e-08,0,1.266408828756279e-08,1,1.266408828756279e-08,1.146831843959062e-06,1.266408828756279e-08,2.148908461672608e-08,1.266408828756279e-08,0,1.266408828756279e-08,-4.08070471125155e-08,1.266408828756279e-08,0,1.266408828756279e-08,0.5558267073951515,1.266408828756279e-08,0.7476414351235752,1.266408828756279e-08,0.7476403934641724,1.266408828756279e-08,0.95633272175231,1.266408828756279e-08,0.5485871118961972,1.266408828756279e-08,0.006214528806028007,1.266408828756279e-08,0,1.266408828756279e-08,1
1.287730805050161e-08,0,1.287730805050161e-08,0,1.287730805050161e-08,1,1.287730805050161e-08,-1.015057545504018e-06,1.287730805050161e-08,1.395766895414908e-07,1.287730805050161e-08,0,1.287730805050161e-08,5.752287012825318e-08,1.287730805050161e-08,0,1.287730805050161e-08,0.5558264685205528,1.287730805050161e-08,0.7476410928493029,1.287730805050161e-08,0.7476400423502008,1.287730805050161e-08,0.9563333217556751,1.287730805050161e-08,0.5485873430891044,1.287730805050161e-08,0.006216725484232152,1.287730805050161e-08,0,1.287730805050161e-08,1
1.316954956836116e-08,0,1.316954956836116e-08,0,1.316954956836116e-08,1,1.316954956836116e-08,1.136993667564392e-06,1.316954956836116e-08,2.159740558023509e-08,1.316954956836116e-08,0,1.316954956836116e-08,-4.069970908391971e-08,1.316954956836116e-08,0,1.316954956836116e-08,0.5558260315634528,1.316954956836116e-08,0.7476405167991759,1.316954956836116e-08,0.7476394815288331,1.316954956836116e-08,0.9563328273268537,1.316954956836116e-08,0.5485865764004682,1.316954956836116e-08,0.006219744819180909,1.316954956836116e-08,0,1.316954956836116e-08,1
1.356868681138285e-08,0,1.356868681138285e-08,0,1.356868681138285e-08,1,1.356868681138285e-08,-1.037307695361178e-06,1.356868681138285e-08,1.394984875177619e-07,1.356868681138285e-08,0,1.356868681138285e-08,5.744554664869398e-08,1.356868681138285e-08,0,1.356868681138285e-08,0.5558255441460955,1.356868681138285e-08,0.7476398383614272,1.356868681138285e-08,0.7476387926549327,1.356868681138285e-08,0.9563333179809653,1.356868681138285e-08,0.5485866088373669,1.356868681138285e-08,0.006223859828174872,1.356868681138285e-08,0,1.356868681138285e-08,1
1.411735802922556e-08,0,1.411735802922556e-08,0,1.411735802922556e-08,1,1.411735802922556e-08,1.137363717009086e-06,1.411735802922556e-08,2.165366862961491e-08,1.411735802922556e-08,0,1.411735802922556e-08,-4.064383834295134e-08,1.411735802922556e-08,0,1.411735802922556e-08,0.5558247643433214,1.411735802922556e-08,0.7476387960967633,1.411735802922556e-08,0.747637769943417,1.411735802922556e-08,0.9563328288664041,1.411735802922556e-08,0.5485855716296655,1.411735802922556e-08,0.006229524901471831,1.411735802922556e-08,0,1.411735802922556e-08,1
1.487276270018333e-08,0,1.487276270018333e-08,0,1.487276270018333e-08,1,1.487276270018333e-08,-1.045852994684306e-06,1.487276270018333e-08,1.394572855233746e-07,1.487276270018333e-08,0,1.487276270018333e-08,5.740509476724405e-08,1.487276270018333e-08,0,1.487276270018333e-08,0.5558238006077979,1.487276270018333e-08,0.7476374715024217,1.487276270018333e-08,0.7476364366417697,1.487276270018333e-08,0.9563333169744793,1.487276270018333e-08,0.5485852254595814,1.487276270018333e-08,0.00623731539339268,1.487276270018333e-08,0,1.487276270018333e-08,1
1.543638135009167e-08,0,1.543638135009167e-08,0,1.543638135009167e-08,1,1.543638135009167e-08,1.140564727768815e-06,1.543638135009167e-08,2.169337034265848e-08,1.543638135009167e-08,0,1.543638135009167e-08,-4.06043918343643e-08,1.543638135009167e-08,0,1.543638135009167e-08,0.5558230008288976,1.543638135009167e-08,0.7476364017422126,1.543638135009167e-08,0.7476353876387289,1.543638135009167e-08,0.9563328298419247,1.543638135009167e-08,0.5485841734967574,1.543638135009167e-08,0.006243134016733344,1.543638135009167e-08,0,1.543638135009167e-08,1
1.6e-08,3.308722450212111e-14,1.6e-08,0,1.6e-08,1,1.6e-08,-1.052037132335852e-06,1.6e-08,1.394116497512308e-07,1.6e-08,0,1.6e-08,5.736005665183611e-08,1.6e-08,0,1.6e-08,0.5558222935185235,1.6e-08,0.7476354256514123,1.6e-08,0.7476344000935066,1.6e-08,0.9563333158593498,1.6e-08,0.5485840302123391,1.6e-08,0.006248945046078306,1.6e-08,0,1.6e-08,1
1.60001953125e-08,0.003906250000041652,1.60001953125e-08,0,1.60001953125e-08,0.996093750000008,1.60001953125e-08,1.277236573670006e-06,1.60001953125e-08,2.063958908491292e-06,1.60001953125e-08,0,1.60001953125e-08,-2.789869783607741e-05,1.60001953125e-08,0,1.60001953125e-08,0.555886425027845,1.60001953125e-08,0.7476182668018534,1.60001953125e-08,0.7476171114113662,1.60001953125e-08,0.9563130417835751,1.60001953125e-08,0.548633050317193,1.60001953125e-08,0.006248579098653938,1.60001953125e-08,0,1.60001953125e-08,1
1.60005859375e-08,0.01171875000005878,1.60005859375e-08,0,1.60005859375e-08,0.9882812499999909,1.60005859375e-08,3.44103617602506e-06,1.60005859375e-08,5.670148643881886e-06,1.60005859375e-08,0,1.60005859375e-08,-7.776617182995977e-05,1.60005859375e-08,0,1.60005859375e-08,0.5560145008335045,1.60005859375e-08,0.7475846564058241,1.60005859375e-08,0.7475841039218943,1.60005859375e-08,0.9562760763057807,1.60005859375e-08,0.5487313949680775,1.60005859375e-08,0.00624792866840305,1.60005859375e-08,0,1.60005859375e-08,1
1.60013671875e-08,0.02734375000009304,1.60013671875e-08,0,1.60013671875e-08,0.9726562499999566,1.60013671875e-08,6.619402477707223e-06,1.60013671875e-08,1.07949880515684e-05,1.60013671875e-08,0,1.60013671875e-08,-0.0001349530120628159,1.60013671875e-08,0,1.60013671875e-08,0.5562616118480048,1.60013671875e-08,0.7475263653341951,1.60013671875e-08,0.7475258594821024,1.60013671875e-08,0.9562085962814801,1.60013671875e-08,0.5489216328283035,1.60013671875e-08,0.006247363969583515,1.60013671875e-08,0,1.60013671875e-08,1
1.600290240864672e-08,0.05804817293448995,1.600290240864672e-08,0,1.600290240864672e-08,0.9419518270655597,1.600290240864672e-08,1.06446935636133e-05,1.600290240864672e-08,1.583860700911621e-05,1.600290240864672e-08,0,1.600290240864672e-08,-0.0001836996884425494,1.600290240864672e-08,0,1.600290240864672e-08,0.5567207096943013,1.600290240864672e-08,0.7474343876506474,1.600290240864672e-08,0.7474339638411215,1.600290240864672e-08,0.9561013415632352,1.600290240864672e-08,0.5492755292476336,1.600290240864672e-08,0.006247191698689106,1.600290240864672e-08,0,1.600290240864672e-08,1
1.600352413568442e-08,0.07048271368848916,1.600352413568442e-08,0,1.600352413568442e-08,0.9295172863115605,1.600352413568442e-08,1.156471601246344e-05,1.600352413568442e-08,1.666288850120702e-05,1.600352413568442e-08,0,1.600352413568442e-08,-0.0001835208914624372,1.600352413568442e-08,0,1.600352413568442e-08,0.5568988653394592,1.600352413568442e-08,0.747403609564031,1.600352413568442e-08,0.7474032145140939,1.600352413568442e-08,0.9560661278742973,1.600352413568442e-08,0.5494130014024179,1.600352413568442e-08,0.006247378924734768,1.600352413568442e-08,0,1.600352413568442e-08,1
1.600476758975982e-08,0.09535179519648757,1.600476758975982e-08,0,1.600476758975982e-08,0.904648204803562,1.600476758975982e-08,1.300671820372089e-05,1.600476758975982e-08,1.748672075649049e-05,1.600476758975982e-08,0,1.600476758975982e-08,-0.0001693103636355695,1.600476758975982e-08,0,1.600476758975982e-08,0.557246862308452,1.600476758975982e-08,0.7473483538817621,1.600476758975982e-08,0.7473480115296066,1.600476758975982e-08,0.9560058938974725,1.600476758975982e-08,0.5496816035233624,1.600476758975982e-08,0.006247854942653836,1.600476758975982e-08,0,1.600476758975982e-08,1
1.600538931679752e-08,0.1077863359504868,1.600538931679752e-08,0,1.600538931679752e-08,0.8922136640495628,1.600538931679752e-08,1.344077779386241e-05,1.600538931679752e-08,1.763676078582243e-05,1.600538931679752e-08,0,1.600538931679752e-08,-0.0001578262260869309,1.600538931679752e-08,0,1.600538931679752e-08,0.5574176522656216,1.600538931679752e-08,0.7473231733240385,1.600538931679752e-08,0.7473228540398291,1.600538931679752e-08,0.9559801686167758,1.600538931679752e-08,0.5498134339528877,1.600538931679752e-08,0.006248100457033721,1.600538931679752e-08,0,1.600538931679752e-08,1
1.600663277087292e-08,0.1326554174584852,1.600663277087292e-08,0,1.600663277087292e-08,0.8673445825415644,1.600663277087292e-08,1.421276952252732e-05,1.600663277087292e-08,1.771873206012627e-05,1.600663277087292e-08,0,1.600663277087292e-08,-0.0001322655765915896,1.600663277087292e-08,0,1.600663277087292e-08,0.5577551244322257,1.600663277087292e-08,0.7472754915831051,1.600663277087292e-08,0.7472752151548275,1.600663277087292e-08,0.9559350394211785,1.600663277087292e-08,0.5500739161303823,1.600663277087292e-08,0.006248561425514945,1.600663277087292e-08,0,1.600663277087292e-08,1
1.600911967902372e-08,0.182393580474482,1.600911967902372e-08,0,1.600911967902372e-08,0.8176064195255677,1.600911967902372e-08,1.509599812662101e-05,1.600911967902372e-08,1.763881959824474e-05,1.600911967902372e-08,0,1.600911967902372e-08,-8.362729631914159e-05,1.600911967902372e-08,0,1.600911967902372e-08,0.5584220074781621,1.600911967902372e-08,0.7471841694795851,1.600911967902372e-08,0.7471839623646491,1.600911967902372e-08,0.9558642592421611,1.600911967902372e-08,0.5505887597081272,1.600911967902372e-08,0.006249253713390813,1.600911967902372e-08,0,1.600911967902372e-08,1
1.601409349532532e-08,0.2818699065064756,1.601409349532532e-08,0,1.601409349532532e-08,0.7181300934935739,1.601409349532532e-08,1.592407552182244e-05,1.601409349532532e-08,1.774240568477132e-05,1.601409349532532e-08,0,1.601409349532532e-08,-1.987121760493122e-05,1.601409349532532e-08,0,1.601409349532532e-08,0.5597522229706665,1.601409349532532e-08,0.7469861491974136,1.601409349532532e-08,0.7469860371782933,1.601409349532532e-08,0.955745724611852,1.601409349532532e-08,0.5516241411684204,1.601409349532532e-08,0.006249975993895086,1.601409349532532e-08,0,1.601409349532532e-08,1
1.602277114726846e-08,0.4554229453692921,1.602277114726846e-08,0,1.602277114726846e-08,0.5445770546307576,1.602277114726846e-08,1.792955119524086e-05,1.602277114726846e-08,1.894646660513215e-05,1.602277114726846e-08,0,1.602277114726846e-08,5.153436560680291e-06,1.602277114726846e-08,0,1.602277114726846e-08,0.5612822768924087,1.602277114726846e-08,0.7466486509882106,1.602277114726846e-08,0.7466486249305033,1.602277114726846e-08,0.955617020678783,1.602277114726846e-08,0.5535194767319347,1.602277114726846e-08,0.006250223337553949,1.602277114726846e-08,0,1.602277114726846e-08,1
1.602703137415337e-08,0.5406274830674243,1.602703137415337e-08,0,1.602703137415337e-08,0.4593725169326254,1.602703137415337e-08,2.193042254217865e-05,1.602703137415337e-08,1.786549300696059e-05,1.602703137415337e-08,0,1.602703137415337e-08,-3.454181233116957e-05,1.602703137415337e-08,0,1.602703137415337e-08,0.560257567484691,1.602703137415337e-08,0.7467472580323925,1.602703137415337e-08,0.7467472519003251,1.602703137415337e-08,0.9558059738947026,1.602703137415337e-08,0.554415489591105,1.602703137415337e-08,0.006249653136342674,1.602703137415337e-08,0,1.602703137415337e-08,1
