/Phi0 X,/Phi0 Y,/Phi1 X,/Phi1 Y,/Phi2 X,/Phi2 Y,/PhiMSBadd X,/PhiMSBadd Y,/PhiMSBrst X,/PhiMSBrst Y,/Phiacc X,/Phiacc Y,/Phioutadd X,/Phioutadd Y,/Phioutrst X,/Phioutrst Y,/VC0 X,/VC0 Y,/VC1 X,/VC1 Y,/VC2 X,/VC2 Y,/Vcout X,/Vcout Y,/dvalid X,/dvalid Y,/ip X,/ip Y
9.292989817896017e-09,0,9.292989817896017e-09,1,9.292989817896017e-09,0,9.292989817896017e-09,-8.39558756848096e-07,9.292989817896017e-09,1.759664418895481e-07,9.292989817896017e-09,0,9.292989817896017e-09,1.545759166978905e-07,9.292989817896017e-09,0,9.292989817896017e-09,0.5020278072157508,9.292989817896017e-09,0.5040334576231472,9.292989817896017e-09,0.9495965645171403,9.292989817896017e-09,-0.003641315888028948,9.292989817896017e-09,0,9.292989817896017e-09,1
9.664402382521974e-09,0,9.664402382521974e-09,1,9.664402382521974e-09,0,9.664402382521974e-09,-4.163361719416822e-07,9.664402382521974e-09,-6.078582237190893e-08,9.664402382521974e-09,0,9.664402382521974e-09,-3.848211275950565e-08,9.664402382521974e-09,0,9.664402382521974e-09,0.5028550929979645,9.664402382521974e-09,0.5032750938032179,9.664402382521974e-09,0.9495960129039068,9.664402382521974e-09,-0.003639112648762419,9.664402382521974e-09,0,9.664402382521974e-09,1
1.017442221504164e-08,0,1.017442221504164e-08,1,1.017442221504164e-08,0,1.017442221504164e-08,3.523015732284703e-07,1.017442221504164e-08,1.711110533176994e-07,1.017442221504164e-08,0,1.017442221504164e-08,1.495432681989542e-07,1.017442221504164e-08,0,1.017442221504164e-08,0.5030617640902358,1.017442221504164e-08,0.5030857014974983,1.017442221504164e-08,0.949596534680368,1.017442221504164e-08,-0.003636086134979752,1.017442221504164e-08,0,1.017442221504164e-08,1
1.094617891809543e-08,0,1.094617891809543e-08,1,1.094617891809543e-08,0,1.094617891809543e-08,-1.590679095506355e-07,1.094617891809543e-08,-5.742831192016764e-08,1.094617891809543e-08,0,1.094617891809543e-08,-3.500459167555516e-08,1.094617891809543e-08,0,1.094617891809543e-08,0.5030756776782792,1.094617891809543e-08,0.5030725897877432,1.094617891809543e-08,0.9495960313700045,1.094617891809543e-08,-0.00363150769336757,1.094617891809543e-08,0,1.094617891809543e-08,1
1.147308945904772e-08,0,1.147308945904772e-08,1,1.147308945904772e-08,0,1.147308945904772e-08,3.630000367762156e-07,1.147308945904772e-08,1.678609384698419e-07,1.147308945904772e-08,0,1.147308945904772e-08,1.461753684032183e-07,1.147308945904772e-08,0,1.147308945904772e-08,0.5030738790263733,1.147308945904772e-08,0.5030741516408361,1.147308945904772e-08,0.9495965177095713,1.147308945904772e-08,-0.003628381437693339,1.147308945904772e-08,0,1.147308945904772e-08,1
1.2e-08,0,1.2e-08,1,1.2e-08,0,1.2e-08,-1.569975580729097e-07,1.2e-08,-5.360961673829513e-08,1.2e-08,0,1.2e-08,-3.104990895421415e-08,1.2e-08,0,1.2e-08,0.5030736712744696,1.2e-08,0.5030740650652783,1.2e-08,0.9495960498902916,1.2e-08,-0.003625255807473454,1.2e-08,0,1.2e-08,1
1.20001953125e-08,0,1.20001953125e-08,0.9960937499999749,1.20001953125e-08,0.003906250000008565,1.20001953125e-08,5.10877244318682e-05,1.20001953125e-08,4.339167336957378e-05,1.20001953125e-08,0,1.20001953125e-08,-5.366222577269046e-06,1.20001953125e-08,0,1.20001953125e-08,0.5030060398838702,1.20001953125e-08,0.5030120608844282,1.20001953125e-08,0.949545426671252,1.20001953125e-08,-0.003625436952154878,1.20001953125e-08,0,1.20001953125e-08,1
1.20005859375e-08,0,1.20005859375e-08,0.9882812499999578,1.20005859375e-08,0.01171875000002569,1.20005859375e-08,0.0001326217555418894,1.20005859375e-08,0.0001179178209272745,1.20005859375e-08,0,1.20005859375e-08,-1.619952617835437e-05,1.20005859375e-08,0,1.20005859375e-08,0.5028656531495898,1.20005859375e-08,0.5028832371768991,1.20005859375e-08,0.9494391917881371,1.20005859375e-08,-0.003625764926936294,1.20005859375e-08,0,1.20005859375e-08,1
1.200078125e-08,0,1.200078125e-08,0.9843749999999492,1.200078125e-08,0.01562500000003426,1.200078125e-08,0.0001675264046450108,1.200078125e-08,0.0001457040471920835,1.200078125e-08,0,1.200078125e-08,-2.112924626611029e-05,1.200078125e-08,0,1.200078125e-08,0.5027962889090623,1.200078125e-08,0.5028195363176478,1.200078125e-08,0.9493859924557545,1.200078125e-08,-0.003625907652305889,1.200078125e-08,0,1.200078125e-08,1
1.2001171875e-08,0,1.2001171875e-08,0.9765624999999321,1.2001171875e-08,0.02343750000005139,1.2001171875e-08,0.0002240125551232949,1.2001171875e-08,0.000187122703846736,1.2001171875e-08,0,1.2001171875e-08,-2.979517094876194e-05,1.2001171875e-08,0,1.2001171875e-08,0.5026610531599243,1.2001171875e-08,0.5026952199890791,1.2001171875e-08,0.9492810543465867,1.2001171875e-08,-0.003626162313959473,1.2001171875e-08,0,1.2001171875e-08,1
1.200195312500001e-08,0,1.200195312500001e-08,0.9609374999998979,1.200195312500001e-08,0.03906250000008565,1.200195312500001e-08,0.0002968441142466441,1.200195312500001e-08,0.0002281923805345018,1.200195312500001e-08,0,1.200195312500001e-08,-4.376453842624836e-05,1.200195312500001e-08,0,1.200195312500001e-08,0.5023989992796979,1.200195312500001e-08,0.5024539716350866,1.200195312500001e-08,0.9490741840329956,1.200195312500001e-08,-0.003626555278674473,1.200195312500001e-08,0,1.200195312500001e-08,1
1.200351562500001e-08,0,1.200351562500001e-08,0.9296874999998292,1.200351562500001e-08,0.07031250000015417,1.200351562500001e-08,0.0003400997170389864,1.200351562500001e-08,0.0002219433991201064,1.200351562500001e-08,0,1.200351562500001e-08,-6.120582186122828e-05,1.200351562500001e-08,0,1.200351562500001e-08,0.5019060337030105,1.200351562500001e-08,0.5019993312274551,1.200351562500001e-08,0.9486780862849048,1.200351562500001e-08,-0.003627016065826748,1.200351562500001e-08,0,1.200351562500001e-08,1
1.200624805174915e-08,0,1.200624805174915e-08,0.8750389650170791,1.200624805174915e-08,0.1249610349829044,1.200624805174915e-08,0.0002837547611253873,1.200624805174915e-08,0.0001326687394238487,1.200624805174915e-08,0,1.200624805174915e-08,-7.205909506846776e-05,1.200624805174915e-08,0,1.200624805174915e-08,0.5011096471384079,1.200624805174915e-08,0.5012639129284149,1.200624805174915e-08,0.9480466571068794,1.200624805174915e-08,-0.00362722938753252,1.200624805174915e-08,0,1.200624805174915e-08,1
1.20097472627289e-08,0,1.20097472627289e-08,0.8050547454219596,1.20097472627289e-08,0.1949452545780238,1.20097472627289e-08,0.0001966871636251631,1.20097472627289e-08,4.459284548667534e-05,1.20097472627289e-08,0,1.20097472627289e-08,-6.984262430142252e-05,1.20097472627289e-08,0,1.20097472627289e-08,0.5001520140742879,1.20097472627289e-08,0.5003795720122641,1.20097472627289e-08,0.9473434357979915,1.20097472627289e-08,-0.003627075555734071,1.20097472627289e-08,0,1.20097472627289e-08,1
1.201468235868522e-08,0,1.201468235868522e-08,0.7063528262957085,1.201468235868522e-08,0.293647173704275,1.201468235868522e-08,0.0001686647610869701,1.201468235868522e-08,2.419729360928077e-06,1.201468235868522e-08,0,1.201468235868522e-08,-6.122870440887496e-05,1.201468235868522e-08,0,1.201468235868522e-08,0.4988294015806488,1.201468235868522e-08,0.499158394887628,1.201468235868522e-08,0.9464896892748675,1.201468235868522e-08,-0.003626770413801755,1.201468235868522e-08,0,1.201468235868522e-08,1
1.202197525106328e-08,0,1.202197525106328e-08,0.5604949787343674,1.202197525106328e-08,0.4395050212656161,1.202197525106328e-08,0.0003730261398880007,1.202197525106328e-08,-1.976379368083477e-05,1.202197525106328e-08,0,1.202197525106328e-08,-4.864517114009976e-05,1.202197525106328e-08,0,1.202197525106328e-08,0.4968725297589692,1.202197525106328e-08,0.4973519132982673,1.202197525106328e-08,0.9454570312151828,1.202197525106328e-08,-0.003626386333558092,1.202197525106328e-08,0,1.202197525106328e-08,1
1.202575809191405e-08,0,1.202575809191405e-08,0.4848381617190141,1.202575809191405e-08,0.5151618382809694,1.202575809191405e-08,0.0005172922132219233,1.202575809191405e-08,-6.082559633880339e-05,1.202575809191405e-08,0,1.202575809191405e-08,-3.807989899241568e-05,1.202575809191405e-08,0,1.202575809191405e-08,0.4958967793104371,1.202575809191405e-08,0.4964505874153938,1.202575809191405e-08,0.945083724255033,1.202575809191405e-08,-0.003626069915840627,1.202575809191405e-08,0,1.202575809191405e-08,1
1.202874099212886e-08,0,1.202874099212886e-08,0.4251801574228113,1.202874099212886e-08,0.5748198425771721,1.202874099212886e-08,0.0006007086212063606,1.202874099212886e-08,-8.342597564264196e-05,1.202874099212886e-08,0,1.202874099212886e-08,-2.068043641440575e-05,1.202874099212886e-08,0,1.202874099212886e-08,0.4952309986638589,1.202874099212886e-08,0.495835528058398,1.202874099212886e-08,0.94499969983168,1.202874099212886e-08,-0.003625525918454811,1.202874099212886e-08,0,1.202874099212886e-08,1
1.203237949441233e-08,0,1.203237949441233e-08,0.352410111753472,1.203237949441233e-08,0.6475898882465114,1.203237949441233e-08,0.0006750103188254849,1.203237949441233e-08,-5.471698492306804e-05,1.203237949441233e-08,0,1.203237949441233e-08,2.603888719555601e-05,1.203237949441233e-08,0,1.203237949441233e-08,0.4947122114917138,1.203237949441233e-08,0.495358097405085,1.203237949441233e-08,0.9454301613635765,1.203237949441233e-08,-0.003624288832491819,1.203237949441233e-08,0,1.203237949441233e-08,1
1.203512262872117e-08,0,1.203512262872117e-08,0.2975474255766291,1.203512262872117e-08,0.7024525744233544,1.203512262872117e-08,0.0007180533785355833,1.203512262872117e-08,9.519962478257072e-06,1.203512262872117e-08,0,1.203512262872117e-08,8.193812442733514e-05,1.203512262872117e-08,0,1.203512262872117e-08,0.4946367118771157,1.203512262872117e-08,0.495291169464978,1.203512262872117e-08,0.9463305302444966,1.203512262872117e-08,-0.003622780122986708,1.203512262872117e-08,0,1.203512262872117e-08,1
1.203787536491393e-08,0,1.203787536491393e-08,0.2424927017214165,1.203787536491393e-08,0.757507298278567,1.203787536491393e-08,0.0004640776174274655,1.203787536491393e-08,9.250444473583429e-05,1.203787536491393e-08,0,1.203787536491393e-08,0.000151661658008291,1.203787536491393e-08,0,1.203787536491393e-08,0.494900678328739,1.203787536491393e-08,0.4955339570353006,1.203787536491393e-08,0.9478456430966491,1.203787536491393e-08,-0.003620896293408372,1.203787536491393e-08,0,1.203787536491393e-08,1
1.204041207625528e-08,0,1.204041207625528e-08,0.1917584748943383,1.204041207625528e-08,0.8082415251056452,1.204041207625528e-08,-0.0009713895464783277,1.204041207625528e-08,0.0001800425930686619,1.204041207625528e-08,0,1.204041207625528e-08,0.0002193701657571927,1.204041207625528e-08,0,1.204041207625528e-08,0.4954747167666413,1.204041207625528e-08,0.496046956277102,1.204041207625528e-08,0.9497721718691171,1.204041207625528e-08,-0.00361907839378046,1.204041207625528e-08,0,1.204041207625528e-08,1
1.204221327595229e-08,0,1.204221327595229e-08,0.1557344809542283,1.204221327595229e-08,0.8442655190457552,1.204221327595229e-08,-0.002999484025654117,1.204221327595229e-08,0.0002494223896824399,1.204221327595229e-08,0,1.204221327595229e-08,0.0002639508162554102,1.204221327595229e-08,0,1.204221327595229e-08,0.4960904233729072,1.204221327595229e-08,0.4965898449418897,1.204221327595229e-08,0.9514014413732951,1.204221327595229e-08,-0.003617885222748183,1.204221327595229e-08,0,1.204221327595229e-08,1
1.20436222097437e-08,0,1.20436222097437e-08,0.1275558051260461,1.20436222097437e-08,0.8724441948739373,1.20436222097437e-08,-0.004882849199410005,1.20436222097437e-08,0.0002969331106787736,1.20436222097437e-08,0,1.20436222097437e-08,0.0002938251101726355,1.20436222097437e-08,0,1.20436222097437e-08,0.4967041491747522,1.20436222097437e-08,0.4971331376288115,1.20436222097437e-08,0.9527843547794015,1.20436222097437e-08,-0.003617093072486279,1.20436222097437e-08,0,1.20436222097437e-08,1
1.204526444804248e-08,0,1.204526444804248e-08,0.09471103915049817,1.204526444804248e-08,0.9052889608494853,1.204526444804248e-08,-0.007182342068406225,1.204526444804248e-08,0.0003271087018050281,1.204526444804248e-08,0,1.204526444804248e-08,0.0003182356346155374,1.204526444804248e-08,0,1.204526444804248e-08,0.4975845964463528,1.204526444804248e-08,0.4979175805589888,1.204526444804248e-08,0.9544364392850797,1.204526444804248e-08,-0.003616452815480842,1.204526444804248e-08,0,1.204526444804248e-08,1
1.204668454343837e-08,0,1.204668454343837e-08,0.06630913123255389,1.204668454343837e-08,0.9336908687674296,1.204668454343837e-08,-0.009251372916499655,1.204668454343837e-08,0.0003303462668253611,1.204668454343837e-08,0,1.204668454343837e-08,0.0003246167484867211,1.204668454343837e-08,0,1.204668454343837e-08,0.4985135764440503,1.204668454343837e-08,0.4987494161218175,1.204668454343837e-08,0.9558034956139957,1.204668454343837e-08,-0.003616305660530448,1.204668454343837e-08,0,1.204668454343837e-08,1
1.204783082254435e-08,0,1.204783082254435e-08,0.04338354911298692,1.204783082254435e-08,0.9566164508869965,1.204783082254435e-08,-0.01101190320687329,1.204783082254435e-08,0.0003197036607789488,1.204783082254435e-08,0,1.204783082254435e-08,0.0003183392912548331,1.204783082254435e-08,0,1.204783082254435e-08,0.4993770053423631,1.204783082254435e-08,0.4995243249219352,1.204783082254435e-08,0.9568106930121255,1.204783082254435e-08,-0.003616492747392632,1.204783082254435e-08,0,1.204783082254435e-08,1
1.204891541127218e-08,0,1.204891541127218e-08,0.02169177455649729,1.204891541127218e-08,0.9783082254434862,1.204891541127218e-08,-0.0127971601302373,1.204891541127218e-08,0.0003030115553833449,1.204891541127218e-08,0,1.204891541127218e-08,0.0003057201682934616,1.204891541127218e-08,0,1.204891541127218e-08,0.5002531195271778,1.204891541127218e-08,0.500310400226365,1.204891541127218e-08,0.9576772396046843,1.204891541127218e-08,-0.003616849000476927,1.204891541127218e-08,0,1.204891541127218e-08,1
1.205e-08,0,1.205e-08,0,1.205e-08,1,1.205e-08,-0.01474777677305889,1.205e-08,0.0002848704392183466,1.205e-08,0,1.205e-08,0.0002912266586556586,1.205e-08,0,1.205e-08,0.5011319249280535,1.205e-08,0.5010968711647004,1.205e-08,0.9584848897939173,1.205e-08,-0.003617245647214246,1.205e-08,0,1.205e-08,1
1.205002342347092e-08,0,1.205002342347092e-08,0,1.205002342347092e-08,1,1.205002342347092e-08,-0.01479586277018849,1.205002342347092e-08,0.0002815187040436134,1.205002342347092e-08,0,1.205002342347092e-08,0.0002912593238198378,1.205002342347092e-08,0,1.205002342347092e-08,0.5011550295592304,1.205002342347092e-08,0.5011176115219308,1.205002342347092e-08,0.9585054759015964,1.205002342347092e-08,-0.003617236473741277,1.205002342347092e-08,0,1.205002342347092e-08,1
1.205007027041275e-08,0,1.205007027041275e-08,0,1.205007027041275e-08,1,1.205007027041275e-08,-0.01489186823131779,1.205007027041275e-08,0.0002748333346357025,1.205007027041275e-08,0,1.205007027041275e-08,0.0002916695754156584,1.205007027041275e-08,0,1.205007027041275e-08,0.5012038280418426,1.205007027041275e-08,0.5011614618304747,1.205007027041275e-08,0.958548799166308,1.205007027041275e-08,-0.003617216101784422,1.205007027041275e-08,0,1.205007027041275e-08,1
1.205009369388367e-08,0,1.205009369388367e-08,0,1.205009369388367e-08,1,1.205009369388367e-08,-0.01493960897644321,1.205009369388367e-08,0.0002717770105547808,1.205009369388367e-08,0,1.205009369388367e-08,0.000292018166488204,1.205009369388367e-08,0,1.205009369388367e-08,0.5012290981794563,1.205009369388367e-08,0.5011841756246951,1.205009369388367e-08,0.9585711540242717,1.205009369388367e-08,-0.003617207409623239,1.205009369388367e-08,0,1.205009369388367e-08,1
1.20501405408255e-08,0,1.20501405408255e-08,0,1.20501405408255e-08,1,1.20501405408255e-08,-0.01503573549666548,1.20501405408255e-08,0.0002657344993329147,1.20501405408255e-08,0,1.20501405408255e-08,0.0002926060451148475,1.20501405408255e-08,0,1.20501405408255e-08,0.5012787364240703,1.20501405408255e-08,0.5012287711121604,1.20501405408255e-08,0.9586150917187896,1.20501405408255e-08,-0.003617192742542372,1.20501405408255e-08,0,1.20501405408255e-08,1
1.205023423470917e-08,0,1.205023423470917e-08,0,1.205023423470917e-08,1,1.205023423470917e-08,-0.01522979635684291,1.205023423470917e-08,0.0002539545620687788,1.205023423470917e-08,0,1.205023423470917e-08,0.0002936487768890532,1.205023423470917e-08,0,1.205023423470917e-08,0.5013773817587057,1.205023423470917e-08,0.5013173607785388,1.205023423470917e-08,0.9587023673382837,1.205023423470917e-08,-0.003617163813458929,1.205023423470917e-08,0,1.205023423470917e-08,1
1.20504216224765e-08,0,1.20504216224765e-08,0,1.20504216224765e-08,1,1.20504216224765e-08,-0.01562398624888201,1.20504216224765e-08,0.0002323063009095175,1.20504216224765e-08,0,1.20504216224765e-08,0.0002953363690055687,1.20504216224765e-08,0,1.20504216224765e-08,0.5015717740069948,1.20504216224765e-08,0.5014917815651684,1.20504216224765e-08,0.9588742096792631,1.20504216224765e-08,-0.003617119040358837,1.20504216224765e-08,0,1.20504216224765e-08,1
1.205079639801116e-08,0,1.205079639801116e-08,0,1.205079639801116e-08,1,1.205079639801116e-08,-0.01643567556590898,1.205079639801116e-08,0.0001950630715217019,1.205079639801116e-08,0,1.205079639801116e-08,0.000297145204583651,1.205079639801116e-08,0,1.205079639801116e-08,0.5019485948569256,1.205079639801116e-08,0.5018292907778998,1.205079639801116e-08,0.9592070439221546,1.205079639801116e-08,-0.003617070660318894,1.205079639801116e-08,0,1.205079639801116e-08,1
1.205154594908049e-08,0,1.205154594908049e-08,0,1.205154594908049e-08,1,1.205154594908049e-08,-0.01814632749809797,1.205154594908049e-08,0.000140153383441351,1.205154594908049e-08,0,1.205154594908049e-08,0.0002952069716917057,1.205154594908049e-08,0,1.205154594908049e-08,0.5026501674330214,1.205154594908049e-08,0.5024551776845608,1.205154594908049e-08,0.9598264826085047,1.205154594908049e-08,-0.003617127410960338,1.205154594908049e-08,0,1.205154594908049e-08,1
1.205304505121915e-08,0,1.205304505121915e-08,0,1.205304505121915e-08,1,1.205304505121915e-08,-0.02193358453388062,1.205304505121915e-08,7.659166406622939e-05,1.205304505121915e-08,0,1.205304505121915e-08,0.0002726518770652008,1.205304505121915e-08,0,1.205304505121915e-08,0.5038203855312914,1.205304505121915e-08,0.5034877812761346,1.205304505121915e-08,0.9608570260112387,1.205304505121915e-08,-0.003617748236378004,1.205304505121915e-08,0,1.205304505121915e-08,1
1.20550322852546e-08,0,1.20550322852546e-08,0,1.20550322852546e-08,1,1.20550322852546e-08,-0.02765274891613711,1.20550322852546e-08,3.459871076159164e-05,1.20550322852546e-08,0,1.20550322852546e-08,0.0002161965263506258,1.20550322852546e-08,0,1.20550322852546e-08,0.5048824988032224,1.20550322852546e-08,0.504397798471293,1.20550322852546e-08,0.9617738903327059,1.20550322852546e-08,-0.00361928551073139,1.20550322852546e-08,0,1.20550322852546e-08,1
1.205751754452811e-08,0,1.205751754452811e-08,0,1.205751754452811e-08,1,1.205751754452811e-08,-0.03427591335101164,1.205751754452811e-08,7.039644637358225e-06,1.205751754452811e-08,0,1.205751754452811e-08,0.0001395110784204992,1.205751754452811e-08,0,1.205751754452811e-08,0.5056261608206843,1.205751754452811e-08,0.5050060288742744,1.205751754452811e-08,0.9623905233000498,1.205751754452811e-08,-0.003621339054758068,1.205751754452811e-08,0,1.205751754452811e-08,1
1.205994818618759e-08,0,1.205994818618759e-08,0,1.205994818618759e-08,1,1.205994818618759e-08,-0.03433041760796144,1.205994818618759e-08,1.394082374577272e-06,1.205994818618759e-08,0,1.205994818618759e-08,8.899018923492353e-05,1.205994818618759e-08,0,1.205994818618759e-08,0.5060098730057768,1.205994818618759e-08,0.5053669204629874,1.205994818618759e-08,0.962751599683755,1.205994818618759e-08,-0.003622656408106908,1.205994818618759e-08,0,1.205994818618759e-08,1
1.20621889853009e-08,0,1.20621889853009e-08,0,1.20621889853009e-08,1,1.20621889853009e-08,-0.01967447702597026,1.20621889853009e-08,1.360247306756789e-05,1.20621889853009e-08,0,1.20621889853009e-08,7.145693213099175e-05,1.20621889853009e-08,0,1.20621889853009e-08,0.5062082256073642,1.20621889853009e-08,0.5057416982111305,1.20621889853009e-08,0.9631096481281223,1.20621889853009e-08,-0.003623073096029562,1.20621889853009e-08,0,1.20621889853009e-08,1
1.206487741819556e-08,0,1.206487741819556e-08,0,1.206487741819556e-08,1,1.206487741819556e-08,0.02829156749582248,1.206487741819556e-08,4.662775690327308e-05,1.206487741819556e-08,0,1.206487741819556e-08,8.163504521183092e-05,1.206487741819556e-08,0,1.206487741819556e-08,0.5063395034631399,1.206487741819556e-08,0.506464043652879,1.206487741819556e-08,0.9637762402734281,1.206487741819556e-08,-0.003622734151348251,1.206487741819556e-08,0,1.206487741819556e-08,1
1.20676256637811e-08,0,1.20676256637811e-08,0,1.20676256637811e-08,1,1.20676256637811e-08,0.114843311462007,1.20676256637811e-08,9.144992353168571e-05,1.20676256637811e-08,0,1.20676256637811e-08,0.000112933294822659,1.20676256637811e-08,0,1.20676256637811e-08,0.5064088191087344,1.20676256637811e-08,0.5075929638031509,1.20676256637811e-08,0.9648016925781704,1.20676256637811e-08,-0.003621840693770224,1.20676256637811e-08,0,1.20676256637811e-08,1
1.207186641451446e-08,0,1.207186641451446e-08,0,1.207186641451446e-08,1,1.207186641451446e-08,0.3074744049548986,1.207186641451446e-08,0.0001595352885850087,1.207186641451446e-08,0,1.207186641451446e-08,0.0001700990251594938,1.207186641451446e-08,0,1.207186641451446e-08,0.5064578900599108,1.207186641451446e-08,0.5100413045537737,1.207186641451446e-08,0.967004316043209,1.207186641451446e-08,-0.003620260822983493,1.207186641451446e-08,0,1.207186641451446e-08,1
1.207547230270838e-08,0,1.207547230270838e-08,0,1.207547230270838e-08,1,1.207547230270838e-08,0.5099630493357338,1.207547230270838e-08,0.0002093100059885546,1.207547230270838e-08,0,1.207547230270838e-08,0.0002157801602234306,1.207547230270838e-08,0,1.207547230270838e-08,0.5064738496939737,1.207547230270838e-08,0.5127133368805624,1.207547230270838e-08,0.9693883689107572,1.207547230270838e-08,-0.003619017621168742,1.207547230270838e-08,0,1.207547230270838e-08,1
1.207896071756337e-08,0,1.207896071756337e-08,0,1.207896071756337e-08,1,1.207896071756337e-08,0.7054405031162106,1.207896071756337e-08,0.0001890186045256758,1.207896071756337e-08,0,1.207896071756337e-08,0.0001906137295474115,1.207896071756337e-08,0,1.207896071756337e-08,0.5064786440715457,1.207896071756337e-08,0.5148311204162802,1.207896071756337e-08,0.9712142741305216,1.207896071756337e-08,-0.00361973982758025,1.207896071756337e-08,0,1.207896071756337e-08,1
1.208145299978776e-08,0,1.208145299978776e-08,0,1.208145299978776e-08,1,1.208145299978776e-08,0.8189012463535436,1.208145299978776e-08,9.628398359675619e-05,1.208145299978776e-08,0,1.208145299978776e-08,9.26387598117841e-05,1.208145299978776e-08,0,1.208145299978776e-08,0.5064766475716188,1.208145299978776e-08,0.5151977394639922,1.208145299978776e-08,0.9714039892139199,1.208145299978776e-08,-0.003622428926356514,1.208145299978776e-08,0,1.208145299978776e-08,1
1.208350993413021e-08,0,1.208350993413021e-08,0,1.208350993413021e-08,1,1.208350993413021e-08,0.8817019186568859,1.208350993413021e-08,-2.112108920867394e-05,1.208350993413021e-08,0,1.208350993413021e-08,-2.91529814356538e-05,1.208350993413021e-08,0,1.208350993413021e-08,0.5064724338863925,1.208350993413021e-08,0.5144932134168401,1.208350993413021e-08,0.9705624631270665,1.208350993413021e-08,-0.003625739279703022,1.208350993413021e-08,0,1.208350993413021e-08,1
1.208587782700908e-08,0,1.208587782700908e-08,0,1.208587782700908e-08,1,1.208587782700908e-08,0.9233902391730044,1.208587782700908e-08,-0.0001544508748486693,1.208587782700908e-08,0,1.208587782700908e-08,-0.000165030846676313,1.208587782700908e-08,0,1.208587782700908e-08,0.5064669353373107,1.208587782700908e-08,0.5128181842147123,1.208587782700908e-08,0.9687477456577963,1.208587782700908e-08,-0.003629373746923203,1.208587782700908e-08,0,1.208587782700908e-08,1
1.208798970369995e-08,0,1.208798970369995e-08,0,1.208798970369995e-08,1,1.208798970369995e-08,0.9442927115160106,1.208798970369995e-08,-0.0002504985780162814,1.208798970369995e-08,0,1.208798970369995e-08,-0.0002612033422137194,1.208798970369995e-08,0,1.208798970369995e-08,0.5064627395092688,1.208798970369995e-08,0.510927117224852,1.208798970369995e-08,0.9666310535917559,1.208798970369995e-08,-0.003631914475931588,1.208798970369995e-08,0,1.208798970369995e-08,1
1.208999032961326e-08,0,1.208999032961326e-08,0,1.208999032961326e-08,1,1.208999032961326e-08,0.9573665066296809,1.208999032961326e-08,-0.0003728050459057813,1.208999032961326e-08,0,1.208999032961326e-08,-0.0003852204974270911,1.208999032961326e-08,0,1.208999032961326e-08,0.5064603424937761,1.208999032961326e-08,0.5095804845992026,1.208999032961326e-08,0.9637176628215994,1.208999032961326e-08,-0.003635246836037933,1.208999032961326e-08,0,1.208999032961326e-08,1
1.209182775369903e-08,0,1.209182775369903e-08,0,1.209182775369903e-08,1,1.209182775369903e-08,0.9663879967064658,1.209182775369903e-08,-0.0005972220931446794,1.209182775369903e-08,0,1.209182775369903e-08,-0.0006165888413778584,1.209182775369903e-08,0,1.209182775369903e-08,0.5064607532069199,1.209182775369903e-08,0.5101795032632199,1.209182775369903e-08,0.9591190861194256,1.209182775369903e-08,-0.003641551405220659,1.209182775369903e-08,0,1.209182775369903e-08,1
1.209397541329712e-08,0,1.209397541329712e-08,0,1.209397541329712e-08,1,1.209397541329712e-08,0.9743998776448889,1.209397541329712e-08,-0.001102111341276566,1.209397541329712e-08,0,1.209397541329712e-08,-0.001080784210140429,1.209397541329712e-08,0,1.209397541329712e-08,0.5064661638046405,1.209397541329712e-08,0.5153090391117153,1.209397541329712e-08,0.9499667349854645,1.209397541329712e-08,-0.003654173370973932,1.209397541329712e-08,0,1.209397541329712e-08,1
1.209708182840046e-08,0,1.209708182840046e-08,0,1.209708182840046e-08,1,1.209708182840046e-08,0.982749571384029,1.209708182840046e-08,-0.0018693016104695,1.209708182840046e-08,0,1.209708182840046e-08,-0.00186218618389534,1.209708182840046e-08,0,1.209708182840046e-08,0.5064825378612016,1.209708182840046e-08,0.5317873036383413,1.209708182840046e-08,0.9302158352167473,1.209708182840046e-08,-0.00367511620311,1.209708182840046e-08,0,1.209708182840046e-08,1
1.210202180095037e-08,0,1.210202180095037e-08,0,1.210202180095037e-08,1,1.210202180095037e-08,0.9915483065349662,1.210202180095037e-08,-0.002529118726767646,1.210202180095037e-08,0,1.210202180095037e-08,-0.002528593128714869,1.210202180095037e-08,0,1.210202180095037e-08,0.5065050027193384,1.210202180095037e-08,0.5688393817240708,1.210202180095037e-08,0.8933382748259756,1.210202180095037e-08,-0.003692138628371175,1.210202180095037e-08,0,1.210202180095037e-08,1
1.210631023946065e-08,0,1.210631023946065e-08,0,1.210631023946065e-08,1,1.210631023946065e-08,0.9962733485255487,1.210631023946065e-08,-0.00244817687500235,1.210631023946065e-08,0,1.210631023946065e-08,-0.002449744189545367,1.210631023946065e-08,0,1.210631023946065e-08,0.5065122947656288,1.210631023946065e-08,0.6014740882858377,1.210631023946065e-08,0.8632934555015804,1.210631023946065e-08,-0.00368909055796589,1.210631023946065e-08,0,1.210631023946065e-08,1
