/D1 (d_del=1e-10) X,/D1 (d_del=1e-10) Y,/D1 (d_del=2e-10) X,/D1 (d_del=2e-10) Y,/D1 (d_del=3e-10) X,/D1 (d_del=3e-10) Y,/I0/output (d_del=1e-10) X,/I0/output (d_del=1e-10) Y,/I0/output (d_del=2e-10) X,/I0/output (d_del=2e-10) Y,/I0/output (d_del=3e-10) X,/I0/output (d_del=3e-10) Y,/V0/MINUS (d_del=1e-10) X,/V0/MINUS (d_del=1e-10) Y,/V0/MINUS (d_del=2e-10) X,/V0/MINUS (d_del=2e-10) Y,/V0/MINUS (d_del=3e-10) X,/V0/MINUS (d_del=3e-10) Y
2.074218750000002e-09,0.7421875000000185,2.023437500000002e-09,0.1171875000000088,2.0075e-09,0.0249999999999994,2.074218750000002e-09,1.340679816945962e-05,2.023437500000002e-09,-4.101136633483377e-07,2.0075e-09,-3.610710210101137e-07,2.074218750000002e-09,-3.875176608463854e-07,2.023437500000002e-09,-8.189732446799884e-07,2.0075e-09,-4.640006839998638e-07
2.087109375000001e-09,0.8710937500000117,2.048437500000004e-09,0.2421875000000182,2.0175e-09,0.05833333333333193,2.087109375000001e-09,2.842502695650023e-05,2.048437500000004e-09,-3.330663764848341e-07,2.0175e-09,-2.927021044423229e-07,2.087109375000001e-09,-4.678064105936135e-07,2.048437500000004e-09,-8.45334195225293e-07,2.0175e-09,-5.275344970869329e-07
2.1e-09,1,2.098437500000008e-09,0.492187500000037,2.037499999999999e-09,0.124999999999997,2.1e-09,4.55590681077832e-05,2.098437500000008e-09,2.713383914510823e-07,2.037499999999999e-09,-2.137021176932456e-07,2.1e-09,-4.850497983487898e-08,2.098437500000008e-09,-4.419705351048059e-07,2.037499999999999e-09,-6.045317014490099e-07
2.101063189351111e-09,1,2.149218750000004e-09,0.7460937500000188,2.077499999999998e-09,0.2583333333333271,2.101063189351111e-09,4.597686004474534e-05,2.149218750000004e-09,1.39705973479159e-05,2.077499999999998e-09,-1.710339710947668e-07,2.101063189351111e-09,5.492180402354404e-07,2.149218750000004e-09,-1.057700361878484e-07,2.077499999999998e-09,-6.08051862062346e-07
2.103189568053333e-09,1,2.174609375000002e-09,0.8730468750000098,2.157499999999996e-09,0.5249999999999874,2.103189568053333e-09,4.585230432086085e-05,2.174609375000002e-09,2.865754528946902e-05,2.157499999999996e-09,8.731259174507056e-07,2.103189568053333e-09,5.4629095100285e-07,2.174609375000002e-09,-6.156954794733079e-08,2.157499999999996e-09,-2.342118835888996e-07
2.106983238912558e-09,1,2.2e-09,1,2.201433211452538e-09,0.6714440381751269,2.106983238912558e-09,4.561513885769585e-05,2.2e-09,4.451809877112679e-05,2.201433211452538e-09,7.288542447706096e-06,2.106983238912558e-09,5.360895503433121e-07,2.2e-09,2.074442108896881e-07,2.201433211452538e-09,-1.104186025507038e-07
2.114570580631007e-09,1,2.20173480143723e-09,1,2.235660295416643e-09,0.7855343180554759,2.114570580631007e-09,4.514221782444989e-05,2.20173480143723e-09,4.463803722220834e-05,2.235660295416643e-09,1.818006558426225e-05,2.114570580631007e-09,5.218611038853732e-07,2.20173480143723e-09,5.062482290368511e-07,2.235660295416643e-09,-2.136119903739519e-08
2.129745264067904e-09,1,2.20520440431169e-09,1,2.27181534768622e-09,0.906051158954067,2.129745264067904e-09,4.413409498080289e-05,2.20520440431169e-09,4.440950646512896e-05,2.27181534768622e-09,3.251499846751226e-05,2.129745264067904e-09,4.901540849223923e-07,2.20520440431169e-09,4.985409264104925e-07,2.27181534768622e-09,1.597984029556905e-07
2.1600946309417e-09,1,2.212143610060611e-09,1,2.3e-09,0.9999999999999993,2.1600946309417e-09,4.190950398817682e-05,2.212143610060611e-09,4.393282830844229e-05,2.3e-09,4.327678870294297e-05,2.1600946309417e-09,4.388478474459224e-07,2.212143610060611e-09,4.865582774588058e-07,2.3e-09,2.165014291881034e-07
2.22079336468929e-09,1,2.226022021558451e-09,1,2.303321364222668e-09,1,2.22079336468929e-09,3.632224819859106e-05,2.226022021558451e-09,4.294165203241266e-05,2.303321364222668e-09,4.327401817815404e-05,2.22079336468929e-09,3.443313892032815e-07,2.226022021558451e-09,4.608512663230971e-07,2.303321364222668e-09,4.708871497677562e-07
2.291038750278167e-09,1,2.253778844554132e-09,1,2.304982046334002e-09,1,2.291038750278167e-09,2.604123732284889e-05,2.253778844554132e-09,4.074340785877491e-05,2.304982046334002e-09,4.315673707331696e-05,2.291038750278167e-09,2.342100447134132e-07,2.253778844554132e-09,4.164358505864757e-07,2.304982046334002e-09,4.653753648511844e-07
2.351403505051698e-09,1,2.309292490545495e-09,1,2.308303410556671e-09,1,2.351403505051698e-09,1.270905091624324e-05,2.309292490545495e-09,3.53208170577785e-05,2.308303410556671e-09,4.290897222698349e-05,2.351403505051698e-09,1.089027307047866e-07,2.309292490545495e-09,3.322780276095296e-07,2.308303410556671e-09,4.622929808589435e-07
2.405105695156445e-09,1,2.377255280906974e-09,1,2.314946139002007e-09,1,2.405105695156445e-09,5.02658062966632e-06,2.377255280906974e-09,2.458347851004294e-05,2.314946139002007e-09,4.241209494905955e-05,2.405105695156445e-09,4.49659401691584e-08,2.377255280906974e-09,2.193873473071373e-07,2.314946139002007e-09,4.484839516143391e-07
2.431956790208818e-09,1,2.43425620688708e-09,1,2.328231595892681e-09,1,2.431956790208818e-09,2.999013193352917e-06,2.43425620688708e-09,1.204778281033124e-05,2.328231595892681e-09,4.135914295628766e-05,2.431956790208818e-09,2.418744525141361e-08,2.43425620688708e-09,1.040714792118925e-07,2.328231595892681e-09,4.295214250262588e-07
2.479397244295368e-09,1,2.488215621713398e-09,1,2.354802509674027e-09,1,2.479397244295368e-09,1.174282989153928e-06,2.488215621713398e-09,4.687486657580327e-06,2.354802509674027e-09,3.904530390259684e-05,2.479397244295368e-09,1.168780227533448e-08,2.488215621713398e-09,4.101065245160007e-08,2.354802509674027e-09,3.859738371596637e-07
2.524197890975441e-09,1,2.515103895175063e-09,1,2.40794433723672e-09,1,2.524197890975441e-09,4.20110968661366e-07,2.515103895175063e-09,2.76849117505309e-06,2.40794433723672e-09,3.329477096966627e-05,2.524197890975441e-09,2.002295798157649e-09,2.515103895175063e-09,2.321057207813247e-08,2.40794433723672e-09,3.098001336610462e-07
2.586385530712005e-09,1,2.561971916982722e-09,1,2.472448886706059e-09,1,2.586385530712005e-09,1.3605954129597e-07,2.561971916982722e-09,1.110016797646074e-06,2.472448886706059e-09,2.155544254360444e-05,2.586385530712005e-09,2.774270521391066e-09,2.561971916982722e-09,1.012576538870824e-08,2.472448886706059e-09,1.88966323957193e-07
2.66056838537275e-09,1,2.607259060089299e-09,1,2.52514078537328e-09,1,2.66056838537275e-09,-9.34072108135018e-09,2.607259060089299e-09,3.77366040076185e-07,2.52514078537328e-09,1.041262213982411e-05,2.66056838537275e-09,-1.677464155586173e-09,2.607259060089299e-09,2.644489542310062e-09,2.52514078537328e-09,9.184395201995559e-08
2.77064337682025e-09,1,2.670618046558179e-09,1,2.581201584535233e-09,1,2.77064337682025e-09,2.336663445501324e-08,2.670618046558179e-09,1.329458784724177e-07,2.581201584535233e-09,3.755391072150062e-06,2.77064337682025e-09,1.804579323204677e-09,2.670618046558179e-09,1.739186570942343e-09,2.581201584535233e-09,3.075129305150347e-08
2.9e-09,1,2.746797456926972e-09,1,2.645385280120395e-09,1,2.9e-09,-2.39163573675892e-08,2.746797456926972e-09,-2.131429834078157e-08,2.645385280120395e-09,8.593852545428365e-07,2.9e-09,-1.802052815412124e-09,2.746797456926972e-09,-7.723464346128299e-10,2.645385280120395e-09,8.932059808191629e-09
2.9015625e-09,0.9843749999999968,2.860027068714956e-09,1,2.691634660544026e-09,1,2.9015625e-09,8.921560297008733e-07,2.860027068714956e-09,3.226686526225945e-08,2.691634660544026e-09,3.855292433232162e-07,2.9015625e-09,7.231367119230226e-07,2.860027068714956e-09,8.733994872765039e-10,2.691634660544026e-09,1.755154461300182e-09
2.904687500000001e-09,0.9531249999999944,3e-09,1,2.746364416498946e-09,1,2.904687500000001e-09,8.455087861035156e-07,3e-09,-3.281980155945242e-08,2.746364416498946e-09,5.740327142841106e-08,2.904687500000001e-09,7.196757893114582e-07,3e-09,-8.711411221666275e-10,2.746364416498946e-09,2.050408210952764e-09
2.910937500000001e-09,0.8906249999999897,3.001562500000001e-09,0.9921874999999983,2.817007176849869e-09,1,2.910937500000001e-09,7.719994741902402e-07,3.001562500000001e-09,4.460126293409673e-07,2.817007176849869e-09,6.384982607388349e-08,2.910937500000001e-09,7.086170845307424e-07,3.001562500000001e-09,3.618254440319711e-07,2.817007176849869e-09,-1.002146701947746e-09
2.923437500000002e-09,0.7656249999999803,3.004687500000001e-09,0.9765624999999972,2.932438418033949e-09,1,2.923437500000002e-09,7.187803179950328e-07,3.004687500000001e-09,4.215613076651062e-07,2.932438418033949e-09,-4.675948060023052e-08,2.923437500000002e-09,6.930015159125725e-07,3.004687500000001e-09,3.615614511098149e-07,2.932438418033949e-09,1.156824201687374e-09
2.948437500000004e-09,0.5156249999999616,3.010937500000001e-09,0.9453124999999949,3.016219209016975e-09,1,2.948437500000004e-09,-1.202404551908662e-07,3.010937500000001e-09,3.777615215731481e-07,3.016219209016975e-09,4.409323964506267e-08,2.948437500000004e-09,1.657161281961873e-06,3.010937500000001e-09,3.58262926134945e-07,3.016219209016975e-09,-1.172653403537069e-09
2.974218750000002e-09,0.2578124999999795,3.023437500000002e-09,0.8828124999999901,3.1e-09,1,2.974218750000002e-09,-1.992119989742492e-05,3.023437500000002e-09,3.228157367091188e-07,3.1e-09,-4.433370120033097e-08,2.974218750000002e-09,2.249413104743635e-05,3.023437500000002e-09,3.537793507462434e-07,3.1e-09,1.177705075103065e-09
2.987109375000001e-09,0.1289062499999905,3.048437500000004e-09,0.7578124999999808,3.1025e-09,0.9916666666666669,2.987109375000001e-09,-3.932534520470734e-05,3.048437500000004e-09,2.913397853236192e-07,3.1025e-09,2.92212396845248e-07,2.987109375000001e-09,4.197255272104994e-05,3.048437500000004e-09,3.466814511868751e-07,3.1025e-09,2.413443080645828e-07
3e-09,0,3.098437500000008e-09,0.507812499999962,3.1075e-09,0.9750000000000006,3e-09,-5.971588992895933e-05,3.098437500000008e-09,-6.178055734696925e-07,3.1075e-09,2.664591369945105e-07,3e-09,6.293411473735005e-05,3.098437500000008e-09,1.405683242349539e-06,3.1075e-09,2.406584922918153e-07
3.001046676528834e-09,0,3.128046670084853e-09,0.3597666495757379,3.1175e-09,0.9416666666666681,3.001046676528834e-09,-6.021045693882033e-05,3.128046670084853e-09,-8.052589448909715e-06,3.1175e-09,2.249928326011893e-07,3.001046676528834e-09,6.0981949165737e-05,3.128046670084853e-09,9.221138381724555e-06,3.1175e-09,2.386435178462519e-07
3.003140029586502e-09,0,3.151977132808581e-09,0.2401143359570945,3.137499999999999e-09,0.875000000000003,3.003140029586502e-09,-6.000675758009416e-05,3.151977132808581e-09,-2.253982712362002e-05,3.137499999999999e-09,1.77623012313827e-07,3.003140029586502e-09,6.074545640964707e-05,3.151977132808581e-09,2.387266535666393e-05,3.137499999999999e-09,2.349495491429175e-07
3.006921001751484e-09,0,3.177373598231501e-09,0.1131320088424973,3.177499999999998e-09,0.7416666666666729,3.006921001751484e-09,-5.961461304432541e-05,3.177373598231501e-09,-4.147555240698064e-05,3.177499999999998e-09,1.623783644163929e-07,3.006921001751484e-09,6.037296477159951e-05,3.177373598231501e-09,4.319932879844874e-05,3.177499999999998e-09,2.332437632336671e-07
3.014482946081446e-09,0,3.200000000000001e-09,0,3.257499999999996e-09,0.4750000000000126,3.014482946081446e-09,-5.882305271538329e-05,3.200000000000001e-09,-5.790804155152218e-05,3.257499999999996e-09,-1.452333919939068e-06,3.014482946081446e-09,5.953720653824037e-05,3.200000000000001e-09,5.973283609791137e-05,3.257499999999996e-09,2.029447430282972e-06
3.029606834741371e-09,0,3.20243133097932e-09,0,3.290336312132526e-09,0.365545626224913,3.029606834741371e-09,-5.710328378971957e-05,3.20243133097932e-09,-5.796955531378295e-05,3.290336312132526e-09,-7.618310115947703e-06,3.029606834741371e-09,5.781283632684777e-05,3.20243133097932e-09,5.868478536911366e-05,3.290336312132526e-09,8.430619229655161e-06
3.05985461206122e-09,0,3.20729399293796e-09,0,3.319633796998816e-09,0.2678873433372806,3.05985461206122e-09,-5.30638882293836e-05,3.20729399293796e-09,-5.741044217147157e-05,3.319633796998816e-09,-1.866909294891476e-05,3.05985461206122e-09,5.368016246885036e-05,3.20729399293796e-09,5.810839097791771e-05,3.319633796998816e-09,1.958564122346934e-05
3.113842336415857e-09,0,3.214420033708323e-09,0,3.351677499691479e-09,0.1610750010284029,3.113842336415857e-09,-4.158865776173392e-05,3.214420033708323e-09,-5.655465519782183e-05,3.351677499691479e-09,-3.385855273753014e-05,3.113842336415857e-09,4.208457972691238e-05,3.214420033708323e-09,5.72444757684297e-05,3.351677499691479e-09,3.508207215492833e-05
3.157594208651603e-09,0,3.228672115249049e-09,0,3.37583874984574e-09,0.08053750051420105,3.157594208651603e-09,-2.521977920752005e-05,3.228672115249049e-09,-5.470550808688067e-05,3.37583874984574e-09,-4.532165752918526e-05,3.157594208651603e-09,2.553246336960154e-05,3.228672115249049e-09,5.535788104540829e-05,3.37583874984574e-09,4.660856604902108e-05
3.197030468333709e-09,0,3.257176278330501e-09,0,3.4e-09,6.661338147750939e-16,3.197030468333709e-09,-1.230081735237119e-05,3.257176278330501e-09,-5.023248592896033e-05,3.4e-09,-5.559484059086111e-05,3.197030468333709e-09,1.253992604366388e-05,3.257176278330501e-09,5.082664263226062e-05,3.4e-09,5.708463783823255e-05
3.243216699325886e-09,0,3.305475189286928e-09,0,3.403020156269282e-09,0,3.243216699325886e-09,-4.453768710911155e-06,3.305475189286928e-09,-3.775208610984701e-05,3.403020156269282e-09,-5.540993375175347e-05,3.243216699325886e-09,4.501345914817727e-06,3.305475189286928e-09,3.818821196917111e-05,3.403020156269282e-09,5.607966225672019e-05
3.281700379874975e-09,0,3.344671619759805e-09,0,3.404530234403924e-09,0,3.281700379874975e-09,-1.749784754436803e-06,3.344671619759805e-09,-2.250229624429525e-05,3.404530234403924e-09,-5.520956072490852e-05,3.281700379874975e-09,1.813935203005103e-06,3.344671619759805e-09,2.281639755055471e-05,3.404530234403924e-09,5.587126707458427e-05
3.318733338444968e-09,0,3.383406608349226e-09,0,3.407550390673206e-09,0,3.318733338444968e-09,-7.763243129356815e-07,3.383406608349226e-09,-1.085183376663333e-05,3.407550390673206e-09,-5.480283201561827e-05,3.318733338444968e-09,7.583398230367311e-07,3.383406608349226e-09,1.104553999303448e-05,3.407550390673206e-09,5.54628349541988e-05
3.361342510667237e-09,0,3.416783201155632e-09,0,3.413590703211772e-09,0,3.361342510667237e-09,-2.166149745817931e-07,3.416783201155632e-09,-5.304782402702061e-06,3.413590703211772e-09,-5.395679988695739e-05,3.361342510667237e-09,2.528287524205454e-07,3.416783201155632e-09,5.388677241944374e-06,3.413590703211772e-09,5.459894123752878e-05
3.419190182495668e-09,0,3.453692056691377e-09,0,3.425671328288903e-09,0,3.419190182495668e-09,-9.208080104524883e-08,3.453692056691377e-09,-2.251241334745009e-06,3.425671328288903e-09,-5.212220981047902e-05,3.419190182495668e-09,6.158866988053712e-08,3.453692056691377e-09,2.302652757343215e-06,3.425671328288903e-09,5.274205606557798e-05
3.500287250742311e-09,0,3.489326559587543e-09,0,3.449832578443166e-09,0,3.500287250742311e-09,3.754324887603945e-08,3.489326559587543e-09,-9.750622889694732e-07,3.449832578443166e-09,-4.763590517230349e-05,3.500287250742311e-09,-6.027966949510027e-09,3.489326559587543e-09,9.824293074599497e-07,3.449832578443166e-09,4.81906645420357e-05
3.620988659482756e-09,0,3.532672291476857e-09,0,3.492364119590052e-09,0,3.620988659482756e-09,-3.92341087650379e-08,3.532672291476857e-09,-3.242287854719532e-07,3.492364119590052e-09,-3.495681848226438e-05,3.620988659482756e-09,7.786283359656531e-09,3.532672291476857e-09,3.407004594697538e-07,3.492364119590052e-09,3.53699714433832e-05
3.780988659482756e-09,0,3.58676621668015e-09,0,3.528127878079908e-09,0,3.780988659482756e-09,3.942100713871242e-08,3.58676621668015e-09,-8.453510628585398e-08,3.528127878079908e-09,-2.102657943597651e-05,3.780988659482756e-09,-7.952724569360689e-09,3.58676621668015e-09,7.56142115889864e-08,3.528127878079908e-09,2.132599938423246e-05
3.890494329741378e-09,0,3.661672836410712e-09,0,3.567244292144517e-09,0,3.890494329741378e-09,-3.953442446680168e-08,3.661672836410712e-09,5.574712879509499e-11,3.567244292144517e-09,-9.832849290741155e-06,3.890494329741378e-09,8.105675723284371e-09,3.661672836410712e-09,1.044550754528937e-08,3.567244292144517e-09,1.001293668282479e-05
4e-09,0,3.769500545883662e-09,0,3.586802499176821e-09,0,4e-09,3.954372587142136e-08,3.769500545883662e-09,-6.181856778324681e-09,3.586802499176821e-09,-6.627689070091078e-06,4e-09,-8.093195392585363e-09,3.769500545883662e-09,-4.184880575516108e-09,3.586802499176821e-09,6.729674132063812e-06
4.0015625e-09,0.01562500000000117,3.884750272941831e-09,0,3.623762779840864e-09,0,4.0015625e-09,-1.227865290294582e-06,3.884750272941831e-09,7.424940186750538e-09,3.623762779840864e-09,-2.759825038132798e-06,4.0015625e-09,-1.232220492874306e-06,3.884750272941831e-09,2.946290319821283e-09,3.623762779840864e-09,2.824597432253981e-06
4.004687500000001e-09,0.04687500000000352,4e-09,0,3.657475571982498e-09,0,4.004687500000001e-09,-1.155811101734156e-06,4e-09,-7.600062205858522e-09,3.657475571982498e-09,-1.345249412281035e-06,4.004687500000001e-09,-1.316841931306782e-06,4e-09,-2.735532163354567e-09,3.657475571982498e-09,1.355012065731316e-06
4.010937500000001e-09,0.1093750000000082,4.0015625e-09,0.007812500000000586,3.701659729523357e-09,0,4.010937500000001e-09,-1.022367845268091e-06,4.0015625e-09,-6.13953315469937e-07,3.701659729523357e-09,-3.631303112897809e-07,4.010937500000001e-09,-1.417715418933154e-06,4.0015625e-09,-6.16535550264252e-07,3.701659729523357e-09,3.846612571584063e-07
4.023437500000002e-09,0.2343750000000176,4.004687500000001e-09,0.02343750000000176,3.751771097500249e-09,0,4.023437500000002e-09,-9.042653000029727e-07,4.004687500000001e-09,-5.767472642465077e-07,3.751771097500249e-09,-1.810817902222514e-07,4.023437500000002e-09,-1.478118145964668e-06,4.004687500000001e-09,-6.621216551918254e-07,3.751771097500249e-09,1.695885979453777e-07
4.048437500000004e-09,0.4843750000000364,4.010937500000001e-09,0.05468750000000411,3.821209018049082e-09,0,4.048437500000004e-09,-2.56263326916133e-07,4.010937500000001e-09,-5.024484187233851e-07,3.821209018049082e-09,5.076393108235706e-08,4.048437500000004e-09,-9.001397507212334e-07,4.010937500000001e-09,-7.254802744944992e-07,3.821209018049082e-09,-3.684793623713407e-08
4.074218750000002e-09,0.7421875000000143,4.023437500000002e-09,0.1171875000000088,3.917327125813933e-09,0,4.074218750000002e-09,1.340678970695922e-05,4.023437500000002e-09,-4.10117498663169e-07,3.917327125813933e-09,-6.443484146755963e-08,4.074218750000002e-09,-3.875281780423718e-07,4.023437500000002e-09,-8.189540146104527e-07,3.917327125813933e-09,5.078995117324378e-08
4.087109375000001e-09,0.8710937500000075,4.048437500000004e-09,0.2421875000000182,4e-09,0,4.087109375000001e-09,2.842503682148043e-05,4.048437500000004e-09,-3.33078912118348e-07,4e-09,6.598421760122813e-08,4.087109375000001e-09,-4.677937659466679e-07,4.048437500000004e-09,-8.45337126453564e-07,4e-09,-5.234193165099699e-08
4.1e-09,1,4.098437500000008e-09,0.492187500000037,4.002500000000001e-09,0.008333333333334511,4.1e-09,4.555905676750272e-05,4.098437500000008e-09,2.713457459243101e-07,4.002500000000001e-09,-4.015352224550271e-07,4.1e-09,-4.851981904631337e-08,4.098437500000008e-09,-4.419621202993453e-07,4.002500000000001e-09,-4.200658385422816e-07
4.10106318947141e-09,1,4.149218750000004e-09,0.7460937500000188,4.007500000000001e-09,0.02500000000000353,4.10106318947141e-09,4.597686420906907e-05,4.149218750000004e-09,1.39705893778843e-05,4.007500000000001e-09,-3.610471430109991e-07,4.10106318947141e-09,5.492247842883701e-07,4.149218750000004e-09,-1.057781737507018e-07,4.007500000000001e-09,-4.640305159282307e-07
4.103189568414228e-09,1,4.174609375000002e-09,0.8730468750000077,4.017500000000003e-09,0.05833333333334158,4.103189568414228e-09,4.585230007973884e-05,4.174609375000002e-09,2.865755303814045e-05,4.017500000000003e-09,-2.926792716935259e-07,4.103189568414228e-09,5.462842459677111e-07,4.174609375000002e-09,-6.156130606410219e-08,4.017500000000003e-09,-5.275522325445814e-07
4.106983239121802e-09,1,4.2e-09,1,4.037500000000006e-09,0.1250000000000177,4.106983239121802e-09,4.561514297517686e-05,4.2e-09,4.451809038330751e-05,4.037500000000006e-09,-2.136929532070702e-07,4.106983239121802e-09,5.360962268038458e-07,4.2e-09,2.074358307837681e-07,4.037500000000006e-09,-6.045465358586549e-07
4.11457058053695e-09,1,4.20173480147109e-09,1,4.077500000000011e-09,0.2583333333333698,4.11457058053695e-09,4.514221363040314e-05,4.20173480147109e-09,4.463803713059875e-05,4.077500000000011e-09,-1.710274177857834e-07,4.11457058053695e-09,5.21854436823626e-07,4.20173480147109e-09,5.062486632004427e-07,4.077500000000011e-09,-6.080530399464848e-07
4.129745263367246e-09,1,4.20520440441327e-09,1,4.157500000000023e-09,0.5250000000000742,4.129745263367246e-09,4.413409914478809e-05,4.20520440441327e-09,4.440950585037775e-05,4.157500000000023e-09,8.73123362740026e-07,4.129745263367246e-09,4.901607452577587e-07,4.20520440441327e-09,4.985404735592842e-07,4.157500000000023e-09,-2.342147931023317e-07
4.160094629027839e-09,1,4.21214361029763e-09,1,4.201433194806628e-09,0.6714439826887599,4.160094629027839e-09,4.190949993515963e-05,4.21214361029763e-09,4.393282811352362e-05,4.201433194806628e-09,7.288540996800703e-06,4.160094629027839e-09,4.388411924624831e-07,4.21214361029763e-09,4.865587280520473e-07,4.201433194806628e-09,-1.104158457739803e-07
4.220793360349024e-09,1,4.226022022066349e-09,1,4.235660280002606e-09,0.7855342666753521,4.220793360349024e-09,3.632225275256939e-05,4.226022022066349e-09,4.294165140836419e-05,4.235660280002606e-09,1.818005728763302e-05,4.220793360349024e-09,3.443380504409262e-07,4.226022022066349e-09,4.608507766941407e-07,4.235660280002606e-09,-2.136406192212143e-08
4.291038745942912e-09,1,4.253778845603787e-09,1,4.271815329101571e-09,0.9060510970052342,4.291038745942912e-09,2.604123392980121e-05,4.253778845603787e-09,4.074340753751135e-05,4.271815329101571e-09,3.251499388500536e-05,4.291038745942912e-09,2.342033974772298e-07,4.253778845603787e-09,4.164363304613806e-07,4.271815329101571e-09,1.598011404585567e-07
4.351403501369396e-09,1,4.309292492678663e-09,1,4.3e-09,1,4.351403501369396e-09,1.270905566421401e-05,4.309292492678663e-09,3.532081599313753e-05,4.3e-09,4.32767863519664e-05,4.351403501369396e-09,1.089093890577149e-07,4.309292492678663e-09,3.322775224664598e-07,4.3e-09,2.164986401729876e-07
4.405105691187603e-09,1,4.377255280497092e-09,1,4.303321363234721e-09,1,4.405105691187603e-09,5.026576792101564e-06,4.377255280497092e-09,2.458347770405563e-05,4.303321363234721e-09,4.327401854384822e-05,4.405105691187603e-09,4.495929147195279e-08,4.377255280497092e-09,2.193878360685838e-07,4.303321363234721e-09,4.708871547409995e-07
4.431956786096706e-09,1,4.43425620541187e-09,1,4.309964089704164e-09,1,4.431956786096706e-09,2.999017563247455e-06,4.43425620541187e-09,1.204778179658787e-05,4.309964089704164e-09,4.278885927073592e-05,4.431956786096706e-09,2.419409526017931e-08,4.43425620541187e-09,1.040709690426395e-07,4.309964089704164e-09,4.567836160620586e-07
4.479397240712697e-09,1,4.488215620149718e-09,1,4.319511109954459e-09,1,4.479397240712697e-09,1.174278902297527e-06,4.488215620149718e-09,4.687486639576647e-06,4.319511109954459e-09,4.20556194301437e-05,4.479397240712697e-09,1.168115657158855e-08,4.488215620149718e-09,4.101115848246676e-08,4.319511109954459e-09,4.436210063142097e-07
4.524197886915084e-09,1,4.515103880226785e-09,1,4.33860515045505e-09,1,4.524197886915084e-09,4.201151570747381e-07,4.515103880226785e-09,2.76849137718739e-06,4.33860515045505e-09,4.04944431319833e-05,4.524197886915084e-09,2.00894039863e-09,4.515103880226785e-09,2.321005777878344e-08,4.33860515045505e-09,4.105461816331126e-07
4.586385525651747e-09,1,4.561971902644238e-09,1,4.376793231456232e-09,1,4.586385525651747e-09,1.360553979789371e-07,4.561971902644238e-09,1.110017335775049e-06,4.376793231456232e-09,3.687181321936533e-05,4.586385525651747e-09,2.767627730693747e-09,4.561971902644238e-09,1.012629172067739e-08,4.376793231456232e-09,3.560212860388651e-07
4.660568378413161e-09,1,4.607259043495341e-09,1,4.444472412902027e-09,1,4.660568378413161e-09,-9.336563839634779e-09,4.607259043495341e-09,3.773657918544502e-07,4.444472412902027e-09,2.759607282900035e-05,4.660568378413161e-09,-1.670822438189912e-09,4.607259043495341e-09,2.643959848961479e-09,4.444472412902027e-09,2.455710095199817e-07
4.770643367126831e-09,1,4.670618031500977e-09,1,4.502174086703844e-09,1,4.770643367126831e-09,2.336248079309587e-08,4.670618031500977e-09,1.329462504409772e-07,4.502174086703844e-09,1.478001040298064e-05,4.770643367126831e-09,1.797938440423869e-09,4.670618031500977e-09,1.739721507129542e-09,4.502174086703844e-09,1.313110839584878e-07
4.9e-09,1,4.74679743621812e-09,1,4.554706477360544e-09,1,4.9e-09,-2.391220401567832e-08,4.74679743621812e-09,-2.13146436952893e-08,4.554706477360544e-09,6.264741117819331e-06,4.9e-09,-1.795412619477718e-09,4.74679743621812e-09,-7.728846196707447e-10,4.554706477360544e-09,5.17460485376741e-08
4.9015625e-09,0.9843750000000009,4.860027041731997e-09,1,4.597903749546951e-09,1,4.9015625e-09,8.921560374878944e-07,4.860027041731997e-09,3.226721523630937e-08,4.597903749546951e-09,2.675916566238179e-06,4.9015625e-09,7.231367261235265e-07,4.860027041731997e-09,8.739400514509214e-10,4.597903749546951e-09,2.533697557250647e-08
4.9046875e-09,0.9531249999999986,5e-09,1,4.645850224485131e-09,1,4.9046875e-09,8.455087783783933e-07,5e-09,-3.282015331687743e-08,4.645850224485131e-09,1.061633079814969e-06,4.9046875e-09,7.196757751702508e-07,5e-09,-8.716835942037795e-10,4.645850224485131e-09,6.783885900407457e-09
4.910937500000001e-09,0.8906249999999939,5.0015625e-09,0.9921875000000004,4.692237418403503e-09,1,4.910937500000001e-09,7.719994819251905e-07,5.0015625e-09,4.460126752090304e-07,4.692237418403503e-09,3.329493019601067e-07,4.910937500000001e-09,7.086170986393622e-07,5.0015625e-09,3.618254867278886e-07,4.692237418403503e-09,5.189595160363813e-09
4.923437500000002e-09,0.7656249999999845,5.0046875e-09,0.9765624999999992,4.751246268230923e-09,1,4.923437500000002e-09,7.18780310284963e-07,5.0046875e-09,4.21561261972717e-07,4.751246268230923e-09,1.486867854059166e-07,4.923437500000002e-09,6.930015018203061e-07,5.0046875e-09,3.615614085952393e-07,4.751246268230923e-09,-1.052118251119089e-09
4.948437500000004e-09,0.5156249999999657,5.010937500000001e-09,0.9453124999999969,4.828259584517975e-09,1,4.948437500000004e-09,-1.20240447469e-07,5.010937500000001e-09,3.777615672410917e-07,4.828259584517975e-09,-3.224596021547073e-08,4.948437500000004e-09,1.657161296035682e-06,5.010937500000001e-09,3.582629685550804e-07,4.828259584517975e-09,2.060162309994016e-09
