/Clk (d_del=4.225641e-10) X,/Clk (d_del=4.225641e-10) Y,/Clk (d_del=4.312821e-10) X,/Clk (d_del=4.312821e-10) Y,/D (d_del=4.225641e-10) X,/D (d_del=4.225641e-10) Y,/D (d_del=4.312821e-10) X,/D (d_del=4.312821e-10) Y,/Q (d_del=4.225641e-10) X,/Q (d_del=4.225641e-10) Y,/Q (d_del=4.312821e-10) X,/Q (d_del=4.312821e-10) Y
7.160097310232078e-10,0,7.160098445808994e-10,0,7.160097310232078e-10,0,7.160098445808994e-10,0,7.160097310232078e-10,2.036905163744442e-08,7.160098445808994e-10,2.033351577149112e-08
7.656638689094468e-10,0,7.656640294549588e-10,0,7.656638689094468e-10,0,7.656640294549588e-10,0,7.656638689094468e-10,1.161884171513617e-07,7.656640294549588e-10,1.162230216531108e-07
8.308744027278884e-10,0,8.308746025521244e-10,0,8.308744027278884e-10,0,8.308746025521244e-10,0,8.308744027278884e-10,8.194813291669582e-08,8.308746025521244e-10,8.191237582684274e-08
9.108744027278885e-10,0,9.108746025521244e-10,0,9.108744027278885e-10,0,9.108746025521244e-10,0,9.108744027278885e-10,1.835051464568415e-07,9.108746025521244e-10,1.835396738872632e-07
9.554372013639442e-10,0,9.554373012760623e-10,0,9.554372013639442e-10,0,9.554373012760623e-10,0,9.554372013639442e-10,8.474552971335015e-08,9.554373012760623e-10,8.470965023360848e-08
9.777186006819721e-10,0,9.777186506380311e-10,0,9.777186006819721e-10,0,9.777186506380311e-10,0,9.777186006819721e-10,2.028567076674254e-07,9.777186506380311e-10,2.028913313649177e-07
1e-09,0,1e-09,0,1e-09,0,1e-09,0,1e-09,7.956055751593562e-08,1e-09,7.952457410937306e-08
1.000068609775641e-09,0.001372195512817986,1.000102664262821e-09,0.002053285256411577,1.000068609775641e-09,0,1.000102664262821e-09,0,1.000068609775641e-09,5.513662818933271e-05,1.000102664262821e-09,8.226983500300333e-05
1.000205829326923e-09,0.004116586538453958,1.000307992788462e-09,0.006159855769234731,1.000205829326923e-09,0,1.000307992788462e-09,0,1.000205829326923e-09,0.0001653948849023687,1.000307992788462e-09,0.0002443142313891597
1.000480268429486e-09,0.009605368589725901,1.000718649839744e-09,0.01437299679488104,1.000480268429486e-09,0,1.000718649839744e-09,0,1.000480268429486e-09,0.0003741877795522122,1.000718649839744e-09,0.000542740204810612
1.001029146634614e-09,0.02058293269226979,1.001441577315478e-09,0.02883154630955838,1.001029146634614e-09,0,1.001441577315478e-09,0,1.001029146634614e-09,0.0007492631415611297,1.001441577315478e-09,0.0009991410258663627
1.001606793330376e-09,0.03213586660751379,1.002164787277613e-09,0.04329574555225391,1.001606793330376e-09,0,1.002164787277613e-09,0,1.001606793330376e-09,0.001092528807183903,1.002164787277613e-09,0.001381401279864233
1.002611374169433e-09,0.05222748338865155,1.003611207201882e-09,0.07222414403764499,1.002611374169433e-09,0,1.003611207201882e-09,0,1.002611374169433e-09,0.001587294476180989,1.003611207201882e-09,0.001978216799289483
1.004620535847546e-09,0.09241071695092705,1.006504047050421e-09,0.1300809410084271,1.004620535847546e-09,0,1.006504047050421e-09,0,1.004620535847546e-09,0.002296591894454799,1.006504047050421e-09,0.002734851527643252
1.008461146230863e-09,0.1692229246172512,1.010950260169779e-09,0.2190052033955882,1.008461146230863e-09,0,1.010950260169779e-09,0,1.008461146230863e-09,0.00304600837667543,1.010950260169779e-09,0.0032986682869947
1.013474263753712e-09,0.2694852750742405,1.016911808603201e-09,0.338236172064024,1.013474263753712e-09,0,1.016911808603201e-09,0,1.013474263753712e-09,0.003473213005530128,1.016911808603201e-09,0.003680048186600616
1.015519183158907e-09,0.3103836631781409,1.021596929942626e-09,0.4319385988525222,1.015519183158907e-09,0,1.021596929942626e-09,0,1.015519183158907e-09,0.003593685261787854,1.021596929942626e-09,0.004137062566244933
1.017564102564102e-09,0.3512820512820372,1.026282051282051e-09,0.5256410256410204,1.017564102564102e-09,0,1.026282051282051e-09,0,1.017564102564102e-09,0.003731073705802386,1.026282051282051e-09,0.005015557547481795
1.017647519230769e-09,0.3529503846153701,1.026365467948718e-09,0.5273093589743535,1.017647519230769e-09,0.008341666666664842,1.026365467948718e-09,0.008341666666665014,1.017647519230769e-09,0.00373850816721599,1.026365467948718e-09,0.005037017052251659
1.017814352564102e-09,0.3562870512820361,1.026532301282051e-09,0.5306460256410195,1.017814352564102e-09,0.02502499999999453,1.026532301282051e-09,0.02502499999999504,1.017814352564102e-09,0.003754799168360868,1.026532301282051e-09,0.00508177468118081
1.018148019230768e-09,0.3629603846153682,1.026865967948718e-09,0.5373193589743515,1.018148019230768e-09,0.05839166666665389,1.026865967948718e-09,0.0583916666666551,1.018148019230768e-09,0.003790527738743593,1.026865967948718e-09,0.005174618952906684
1.018545380499659e-09,0.3709076099931731,1.027265509452718e-09,0.5453101890543512,1.018545380499659e-09,0.09812779355567784,1.027265509452718e-09,0.09834581706665428,1.018545380499659e-09,0.003832982086287732,1.027265509452718e-09,0.005284807408828605
1.018900569383295e-09,0.3780113876659029,1.027620811897753e-09,0.5524162379550551,1.018900569383295e-09,0.1336466819193263,1.027620811897753e-09,0.1338760615701735,1.018900569383295e-09,0.003870851769020994,1.027620811897753e-09,0.005381528464615838
1.019474784031599e-09,0.3894956806319765,1.028196146141574e-09,0.5639229228314724,1.019474784031599e-09,0.1910681467496931,1.028196146141574e-09,0.19140948595226,1.019474784031599e-09,0.003933468319795322,1.028196146141574e-09,0.005536494272411584
1.020623213328206e-09,0.4124642665641235,1.029346814629215e-09,0.5869362925843069,1.020623213328206e-09,0.3059110764104268,1.029346814629215e-09,0.3064763347164331,1.020623213328206e-09,0.004067593296520666,1.029346814629215e-09,0.005840109964392805
1.022920071921421e-09,0.4584014384284178,1.030695326942013e-09,0.6139065388402629,1.022920071921421e-09,0.535596935731894,1.030695326942013e-09,0.4413275659962136,1.022920071921421e-09,0.004389503529295053,1.030695326942013e-09,0.006181082348865593
1.025116156439011e-09,0.502323128780218,1.033190099658285e-09,0.6638019931656931,1.025116156439011e-09,0.7552053874908912,1.033190099658285e-09,0.6908048376233654,1.025116156439011e-09,0.004768058833488519,1.033190099658285e-09,0.006726326824917937
1.026945817055327e-09,0.5389163411065351,1.035079911206653e-09,0.7015982241330576,1.026945817055327e-09,0.9381714491224733,1.035079911206653e-09,0.8797859924601887,1.026945817055327e-09,0.005125608432751529,1.035079911206653e-09,0.007011184058972058
1.027564102564102e-09,0.5512820512820407,1.036282051282051e-09,0.7256410256410197,1.027564102564102e-09,1,1.036282051282051e-09,1,1.027564102564102e-09,0.005257455887057266,1.036282051282051e-09,0.007134693494133182
1.027647519230769e-09,0.5529503846153736,1.036365467948718e-09,0.7273093589743528,1.027647519230769e-09,1,1.036365467948718e-09,1,1.027647519230769e-09,0.005274782625303313,1.036365467948718e-09,0.007140936538277927
1.027814352564102e-09,0.5562870512820396,1.036532301282051e-09,0.7306460256410188,1.027814352564102e-09,1,1.036532301282051e-09,1,1.027814352564102e-09,0.00530934527768638,1.036532301282051e-09,0.007152699747860409
1.028148019230769e-09,0.5629603846153716,1.036865967948718e-09,0.7373193589743507,1.028148019230769e-09,1,1.036865967948718e-09,1,1.028148019230769e-09,0.005380570876550077,1.036865967948718e-09,0.007176782785037258
1.028293684687868e-09,0.5658736937573607,1.037024405682114e-09,0.7404881136422807,1.028293684687868e-09,1,1.037024405682114e-09,1,1.028293684687868e-09,0.005413781352928244,1.037024405682114e-09,0.007190088250211423
1.028585015602067e-09,0.571700312041339,1.037103624548812e-09,0.7420724909762437,1.028585015602067e-09,1,1.037103624548812e-09,1,1.028585015602067e-09,0.005484079501825412,1.037103624548812e-09,0.007197284376857424
1.028988828664499e-09,0.5797765732899757,1.037262062282209e-09,0.7452412456441696,1.028988828664499e-09,1,1.037262062282209e-09,1,1.028988828664499e-09,0.005588103703595625,1.037262062282209e-09,0.007212618165002958
1.029776172218274e-09,0.5955234443654842,1.037578937749001e-09,0.7515787549800215,1.029776172218274e-09,1,1.037578937749001e-09,1,1.029776172218274e-09,0.005803149422558919,1.037578937749001e-09,0.007246394239107144
1.030961618567316e-09,0.6192323713463115,1.038212688682586e-09,0.764253773651725,1.030961618567316e-09,1,1.038212688682586e-09,1,1.030961618567316e-09,0.006134005268100986,1.038212688682586e-09,0.007321555168819311
1.032390119338715e-09,0.6478023867743052,1.039334250580443e-09,0.7866850116088557,1.032390119338715e-09,1,1.039334250580443e-09,1,1.032390119338715e-09,0.006512635842987943,1.039334250580443e-09,0.007459721205921024
1.034075521936675e-09,0.6815104387334983,1.040640334317301e-09,0.8128066863460257,1.034075521936675e-09,1,1.040640334317301e-09,1,1.034075521936675e-09,0.006902957538849596,1.040640334317301e-09,0.007598813580873116
1.036068682463394e-09,0.7213736492678776,1.042206710061924e-09,0.8441342012384885,1.036068682463394e-09,1,1.042206710061924e-09,1,1.036068682463394e-09,0.007267837911799965,1.042206710061924e-09,0.007673383208769835
1.038307403244543e-09,0.7661480648908682,1.044206713715788e-09,0.8841342743157595,1.038307403244543e-09,1,1.044206713715788e-09,1,1.038307403244543e-09,0.007545183444588246,1.044206713715788e-09,0.007396604567876779
1.040646444268235e-09,0.8129288853647066,1.04638844170875e-09,0.927768834174991,1.040646444268235e-09,1,1.04638844170875e-09,1,1.040646444268235e-09,0.007650183335326953,1.04638844170875e-09,0.006129330210068343
1.043442106536611e-09,0.8688421307322284,1.048023330665225e-09,0.960466613304496,1.043442106536611e-09,1,1.048023330665225e-09,1,1.043442106536611e-09,0.007177358611446434,1.048023330665225e-09,0.004391834891386651
1.045957200316227e-09,0.919144006324533,1.049011665332612e-09,0.9802333066522463,1.045957200316227e-09,1,1.049011665332612e-09,1,1.045957200316227e-09,0.005560567498272794,1.049011665332612e-09,0.003081526409411909
1.047729715175987e-09,0.9545943035197376,1.05e-09,1,1.047729715175987e-09,1,1.05e-09,1,1.047729715175987e-09,0.003583979769449742,1.05e-09,0.001677721926635756
1.048864857587994e-09,0.9772971517598712,1.050027321685055e-09,1,1.048864857587994e-09,1,1.050027321685055e-09,1,1.048864857587994e-09,0.002076432331989204,1.050027321685055e-09,0.001581574896613081
1.05e-09,1,1.050081965055164e-09,1,1.05e-09,1,1.050081965055164e-09,1,1.05e-09,0.0005578038547194538,1.050081965055164e-09,0.001375644753947909
1.050027166035419e-09,1,1.050191251795382e-09,1,1.050027166035419e-09,1,1.050191251795382e-09,1,1.050027166035419e-09,0.0004877525408415684,1.050191251795382e-09,0.0009619082167437127
1.050081498106256e-09,1,1.050409825275817e-09,1,1.050081498106256e-09,1,1.050409825275817e-09,1,1.050081498106256e-09,0.0002764480856132763,1.050409825275817e-09,0.00015531066515205
1.050190162247931e-09,1,1.050846972236689e-09,1,1.050190162247931e-09,1,1.050846972236689e-09,1,1.050190162247931e-09,-0.000139724056398423,1.050846972236689e-09,-0.001455758060645505
1.050407490531281e-09,1,1.051517420551009e-09,1,1.050407490531281e-09,1,1.051517420551009e-09,1,1.050407490531281e-09,-0.0009552937038598461,1.051517420551009e-09,-0.003740068223613742
1.05084214709798e-09,1,1.052410652704885e-09,1,1.05084214709798e-09,1,1.052410652704885e-09,1,1.05084214709798e-09,-0.002512545947056724,1.052410652704885e-09,-0.006464085443868703
1.051510819781988e-09,1,1.053714433039199e-09,1,1.051510819781988e-09,1,1.053714433039199e-09,1,1.051510819781988e-09,-0.004731205977971536,1.053714433039199e-09,-0.009859343401736758
1.052402573373153e-09,1,1.055507313127343e-09,1,1.052402573373153e-09,1,1.055507313127343e-09,1,1.052402573373153e-09,-0.007382117366703859,1.055507313127343e-09,-0.013169110779603
1.053699082063161e-09,1,1.057412448208921e-09,1,1.053699082063161e-09,1,1.057412448208921e-09,1,1.053699082063161e-09,-0.010605507799122,1.057412448208921e-09,-0.01354339448237649
1.05549424561077e-09,1,1.059630671803976e-09,1,1.05549424561077e-09,1,1.059630671803976e-09,1,1.05549424561077e-09,-0.01316936360476702,1.059630671803976e-09,-0.007202035949000042
1.0573954705201e-09,1,1.061471102019333e-09,1,1.0573954705201e-09,1,1.061471102019333e-09,1,1.0573954705201e-09,-0.01152271133300239,1.061471102019333e-09,0.004447929852326751
1.05960136447067e-09,1,1.062843773900885e-09,1,1.05960136447067e-09,1,1.062843773900885e-09,1,1.05960136447067e-09,-0.00129693890057686,1.062843773900885e-09,0.01667610538455661
1.061442701678894e-09,1,1.064313997434352e-09,1,1.061442701678894e-09,1,1.064313997434352e-09,1,1.061442701678894e-09,0.01393816683926622,1.064313997434352e-09,0.03321090352835067
1.062815345816391e-09,1,1.065269840741508e-09,1,1.062815345816391e-09,1,1.065269840741508e-09,1,1.062815345816391e-09,0.02918094960984524,1.065269840741508e-09,0.04570135438921855
1.064281000676462e-09,1,1.06627467942331e-09,1,1.064281000676462e-09,1,1.06627467942331e-09,1,1.064281000676462e-09,0.04863239365706572,1.06627467942331e-09,0.06003843430737807
1.065236877355418e-09,1,1.067110485747225e-09,1,1.065236877355418e-09,1,1.067110485747225e-09,1,1.065236877355418e-09,0.06277005248418761,1.067110485747225e-09,0.07265877957557604
1.066242879956818e-09,1,1.068044970139593e-09,1,1.066242879956818e-09,1,1.068044970139593e-09,1,1.066242879956818e-09,0.07845837469875298,1.068044970139593e-09,0.0872694367997108
1.067081477509678e-09,1,1.069021039194198e-09,1,1.067081477509678e-09,1,1.069021039194198e-09,1,1.067081477509678e-09,0.09193498623736349,1.069021039194198e-09,0.1029049400527704
1.068021016194582e-09,1,1.070257552002301e-09,1,1.068021016194582e-09,1,1.070257552002301e-09,1,1.068021016194582e-09,0.1072767773281394,1.070257552002301e-09,0.1230774429413132
1.069001896833622e-09,1,1.071867635895999e-09,1,1.069001896833622e-09,1,1.071867635895999e-09,1,1.069001896833622e-09,0.1234798088330668,1.071867635895999e-09,0.1496740884447389
1.070243151817433e-09,1,1.073844519521097e-09,1,1.070243151817433e-09,1,1.073844519521097e-09,1,1.070243151817433e-09,0.144143942188601,1.073844519521097e-09,0.1823694594133785
1.07186126859816e-09,1,1.075924105478372e-09,1,1.07186126859816e-09,1,1.075924105478372e-09,1,1.07186126859816e-09,0.1711263586675248,1.075924105478372e-09,0.2162926584804341
1.073837799254613e-09,1,1.077789205101205e-09,1,1.073837799254613e-09,1,1.077789205101205e-09,1,1.073837799254613e-09,0.2037422876898263,1.077789205101205e-09,0.246146011603555
1.075665859148363e-09,1,1.079859611142086e-09,1,1.075665859148363e-09,1,1.079859611142086e-09,1,1.075665859148363e-09,0.2333619041531034,1.079859611142086e-09,0.2786838113575489
1.077658550637428e-09,1,1.082354893243314e-09,1,1.077658550637428e-09,1,1.082354893243314e-09,1,1.077658550637428e-09,0.2650381488346807,1.082354893243314e-09,0.3170506163588954
1.07985300580785e-09,1,1.084652000564006e-09,1,1.07985300580785e-09,1,1.084652000564006e-09,1,1.07985300580785e-09,0.2992424113062119,1.084652000564006e-09,0.3513011011299164
1.081720874469689e-09,1,1.086845310864253e-09,1,1.081720874469689e-09,1,1.086845310864253e-09,1,1.081720874469689e-09,0.3277253901288283,1.086845310864253e-09,0.382616263953256
1.083786893173992e-09,1,1.089572643930957e-09,1,1.083786893173992e-09,1,1.089572643930957e-09,1,1.083786893173992e-09,0.3583098700527982,1.089572643930957e-09,0.4189555530520346
1.086125502836298e-09,1,1.093121581737243e-09,1,1.086125502836298e-09,1,1.093121581737243e-09,1,1.086125502836298e-09,0.3913140263626384,1.093121581737243e-09,0.460995268083872
1.089187078474422e-09,1,1.097563515208751e-09,1,1.089187078474422e-09,1,1.097563515208751e-09,1,1.089187078474422e-09,0.4310897118837639,1.097563515208751e-09,0.5052414951487285
1.092876332241974e-09,1,1.103531438192079e-09,1,1.092876332241974e-09,1,1.103531438192079e-09,1,1.092876332241974e-09,0.4729525207045814,1.103531438192079e-09,0.5555622852290949
1.097659364882185e-09,1,1.11089302416559e-09,1,1.097659364882185e-09,1,1.11089302416559e-09,1,1.097659364882185e-09,0.518186736224972,1.11089302416559e-09,0.6242833131444275
1.104050159988383e-09,1,1.116841313510869e-09,1,1.104050159988383e-09,1,1.116841313510869e-09,1,1.104050159988383e-09,0.5712085536903405,1.116841313510869e-09,0.7114612359300317
1.110853875575295e-09,1,1.121312449999588e-09,1,1.110853875575295e-09,1,1.121312449999588e-09,1,1.110853875575295e-09,0.6392405067729025,1.121312449999588e-09,0.8075266966611018
1.116665093320958e-09,1,1.124636129101825e-09,1,1.116665093320958e-09,1,1.124636129101825e-09,1,1.116665093320958e-09,0.7338382852594421,1.124636129101825e-09,0.875171341991381
1.120763350725999e-09,1,1.126795268165379e-09,1,1.120763350725999e-09,1,1.126795268165379e-09,1,1.120763350725999e-09,0.824607587177267,1.126795268165379e-09,0.9083779352377923
1.12396293110156e-09,1,1.128026771817416e-09,1,1.12396293110156e-09,1,1.128026771817416e-09,1,1.12396293110156e-09,0.8862003459214556,1.128026771817416e-09,0.924412846305424
1.125637774650248e-09,1,1.1294837327715e-09,1,1.125637774650248e-09,1,1.1294837327715e-09,1,1.125637774650248e-09,0.9106207178332095,1.1294837327715e-09,0.9406506821856478
1.126821821347417e-09,1,1.13064256442283e-09,1,1.126821821347417e-09,1,1.13064256442283e-09,1,1.126821821347417e-09,0.9258071189486331,1.13064256442283e-09,0.9517244800347591
1.128151685656299e-09,1,1.132410230557974e-09,1,1.128151685656299e-09,1,1.132410230557974e-09,1,1.128151685656299e-09,0.9405356497871461,1.132410230557974e-09,0.9655975580122031
1.129319928798573e-09,1,1.133841858348291e-09,1,1.129319928798573e-09,1,1.133841858348291e-09,1,1.129319928798573e-09,0.9517046231565562,1.133841858348291e-09,0.9742416594949137
1.131166699613426e-09,1,1.135151630374696e-09,1,1.131166699613426e-09,1,1.135151630374696e-09,1,1.131166699613426e-09,0.9661200424726533,1.135151630374696e-09,0.9802872282785127
1.132572835797553e-09,1,1.13631842946909e-09,1,1.132572835797553e-09,1,1.13631842946909e-09,1,1.132572835797553e-09,0.9745130122146953,1.13631842946909e-09,0.9843392389686886
1.133889033369178e-09,1,1.137333037980932e-09,1,1.133889033369178e-09,1,1.137333037980932e-09,1,1.133889033369178e-09,0.980520713220718,1.137333037980932e-09,0.9869876414735675
1.13504781300238e-09,1,1.138273171979212e-09,1,1.13504781300238e-09,1,1.138273171979212e-09,1,1.13504781300238e-09,0.9844908230191326,1.138273171979212e-09,0.9889134016514771
1.136057110268367e-09,1,1.139192847529227e-09,1,1.136057110268367e-09,1,1.139192847529227e-09,1,1.136057110268367e-09,0.9870934841541601,1.139192847529227e-09,0.9904718472270279
1.137001388560763e-09,1,1.140103162798218e-09,1,1.137001388560763e-09,1,1.140103162798218e-09,1,1.137001388560763e-09,0.9890064027709057,1.140103162798218e-09,0.9917829571433368
1.138265157740667e-09,1,1.14131663004251e-09,1,1.138265157740667e-09,1,1.14131663004251e-09,1,1.138265157740667e-09,0.991070100227284,1.14131663004251e-09,0.9932521147977433
1.139200376032016e-09,1,1.142974699626277e-09,1,1.139200376032016e-09,1,1.142974699626277e-09,1,1.139200376032016e-09,0.9923262008299147,1.142974699626277e-09,0.9948490876333438
1.140489734948019e-09,1,1.145124611733445e-09,1,1.140489734948019e-09,1,1.145124611733445e-09,1,1.140489734948019e-09,0.9937760811916411,1.145124611733445e-09,0.9963649232763206
1.14227620865064e-09,1,1.147863508948837e-09,1,1.14227620865064e-09,1,1.147863508948837e-09,1,1.14227620865064e-09,0.9953461130887539,1.147863508948837e-09,0.9976248953781277
1.144624879999861e-09,1,1.151429356245398e-09,1,1.144624879999861e-09,1,1.151429356245398e-09,1,1.144624879999861e-09,0.996811070018444,1.151429356245398e-09,0.9985317273293739
1.147605908831243e-09,1,1.156153010790354e-09,1,1.147605908831243e-09,1,1.156153010790354e-09,1,1.147605908831243e-09,0.9979638165641006,1.156153010790354e-09,0.9990620359472723
1.15152922439436e-09,1,1.162215821415408e-09,1,1.15152922439436e-09,1,1.162215821415408e-09,1,1.15152922439436e-09,0.9987478429823319,1.162215821415408e-09,0.9993030148272247
1.156582566066332e-09,1,1.170848614884404e-09,1,1.156582566066332e-09,1,1.170848614884404e-09,1,1.156582566066332e-09,0.9991591433954713,1.170848614884404e-09,0.999431577134431
1.163281384550618e-09,1,1.18491639427443e-09,1,1.163281384550618e-09,1,1.18491639427443e-09,1,1.163281384550618e-09,0.9993491130058976,1.18491639427443e-09,0.9995483186162256
1.173162252665583e-09,1,1.213051953054482e-09,1,1.173162252665583e-09,1,1.213051953054482e-09,1,1.173162252665583e-09,0.9994653238265813,1.213051953054482e-09,0.9996884019587925
1.190242301921812e-09,1,1.253247952026256e-09,1,1.190242301921812e-09,1,1.253247952026256e-09,1,1.190242301921812e-09,0.9995891053901307,1.253247952026256e-09,0.9997880616212582
1.22440240043427e-09,1,1.305740823556448e-09,1,1.22440240043427e-09,1,1.305740823556448e-09,1,1.22440240043427e-09,0.9997264072839718,1.305740823556448e-09,0.9998545295224628
1.267772823506317e-09,1,1.372735891488204e-09,1,1.267772823506317e-09,1,1.372735891488204e-09,1,1.267772823506317e-09,0.9998115518926539,1.372735891488204e-09,0.9998975861797884
1.325164493330469e-09,1,1.436367945744102e-09,1,1.325164493330469e-09,1,1.436367945744102e-09,1,1.325164493330469e-09,0.999869059257511,1.436367945744102e-09,0.9999214942043076
1.398119170970214e-09,1,1.5e-09,1,1.398119170970214e-09,1,1.5e-09,1,1.398119170970214e-09,0.9999073882013026,1.5e-09,0.9999364908205419
1.449059585485107e-09,1,1.500048828125e-09,0.9990234374999958,1.449059585485107e-09,1,1.500048828125e-09,1,1.449059585485107e-09,0.9999231559711016,1.500048828125e-09,0.9999048816827554
1.5e-09,1,1.500146484375001e-09,0.9970703124999916,1.5e-09,1,1.500146484375001e-09,1,1.5e-09,0.9999352159355133,1.500146484375001e-09,0.9998434885244279
1.500048828125e-09,0.9990234374999958,1.500341796875001e-09,0.9931640624999829,1.500048828125e-09,1,1.500341796875001e-09,1,1.500048828125e-09,0.9999040846159493,1.500341796875001e-09,0.9997226376528865
1.500146484375001e-09,0.9970703124999916,1.500732421875002e-09,0.9853515624999658,1.500146484375001e-09,1,1.500732421875002e-09,1,1.500146484375001e-09,0.9998426935391499,1.500732421875002e-09,0.9995010033799779
1.500341796875001e-09,0.9931640624999829,1.501321629832709e-09,0.9735674033458199,1.500341796875001e-09,1,1.501321629832709e-09,1,1.500341796875001e-09,0.9997219224947878,1.501321629832709e-09,0.9992153623901714
1.500732421875002e-09,0.9853515624999658,1.502156904375265e-09,0.9568619124947082,1.500732421875002e-09,1,1.502156904375265e-09,1,1.500732421875002e-09,0.9995003583580564,1.502156904375265e-09,0.9988946508383224
1.501321631475052e-09,0.9735673704989535,1.50333828815166e-09,0.9332342369668041,1.501321631475052e-09,1,1.50333828815166e-09,1,1.501321631475052e-09,0.9992148632546997,1.50333828815166e-09,0.9985751464965995
1.50215690456664e-09,0.956861908667207,1.505377922586297e-09,0.8924415482740642,1.50215690456664e-09,1,1.505377922586297e-09,1,1.50215690456664e-09,0.9988942584979189,1.505377922586297e-09,0.9982574034995889
1.503338290011347e-09,0.9332341997730538,1.509457191455571e-09,0.8108561708885844,1.503338290011347e-09,1,1.509457191455571e-09,1,1.503338290011347e-09,0.998574909051525,1.509457191455571e-09,0.9980323627279613
1.505377922848088e-09,0.8924415430382342,1.515361806181147e-09,0.6927638763770532,1.505377922848088e-09,1,1.515361806181147e-09,1,1.505377922848088e-09,0.9982572682225179,1.515361806181147e-09,0.9979879300668559
1.50945718852157e-09,0.810856229568595,1.523520384759322e-09,0.5295923048135709,1.50945718852157e-09,1,1.523520384759322e-09,1,1.50945718852157e-09,0.9980323486800692,1.523520384759322e-09,0.9979678249143238
1.515361646285678e-09,0.6927670742864511,1.526410966729048e-09,0.4717806654190388,1.515361646285678e-09,1,1.526410966729048e-09,1,1.515361646285678e-09,0.9979879179583844,1.526410966729048e-09,0.9979873094921544
1.523520283136315e-09,0.529594337273698,1.529921327764535e-09,0.401573444709301,1.523520283136315e-09,1,1.529921327764535e-09,1,1.523520283136315e-09,0.9979678305970685,1.529921327764535e-09,0.9980850340711681
1.526410872721842e-09,0.4717825455631578,1.53388367660705e-09,0.3223264678589931,1.526410872721842e-09,1,1.53388367660705e-09,1,1.526410872721842e-09,0.9979873249647065,1.53388367660705e-09,0.9983061441685204
1.529921265531697e-09,0.4015746893660662,1.537104156919776e-09,0.2579168616044907,1.529921265531697e-09,1,1.537104156919776e-09,1,1.529921265531697e-09,0.9980850281815373,1.537104156919776e-09,0.9985555037387628
1.533883646205806e-09,0.322327075883872,1.540451269002234e-09,0.1909746199553276,1.533883646205806e-09,1,1.540451269002234e-09,1,1.533883646205806e-09,0.9983061294764228,1.540451269002234e-09,0.9988384328034877
1.537104131727034e-09,0.2579173654593138,1.544296700191988e-09,0.1140659961602395,1.537104131727034e-09,1,1.544296700191988e-09,1,1.537104131727034e-09,0.9985555139233726,1.544296700191988e-09,0.9991599861553691
1.540451243082422e-09,0.1909751383515681,1.545720546147504e-09,0.08558907704992624,1.540451243082422e-09,1,1.545720546147504e-09,1,1.540451243082422e-09,0.9988384185450753,1.545720546147504e-09,0.9992735232533919
1.544296657343579e-09,0.1140668531284241,1.547166324574172e-09,0.05667350851656228,1.544296657343579e-09,1,1.547166324574172e-09,1,1.544296657343579e-09,0.999159995148646,1.547166324574172e-09,0.9993796034034285
1.545720502862459e-09,0.08558994275081377,1.54875994886982e-09,0.02480102260359884,1.545720502862459e-09,1,1.54875994886982e-09,1,1.545720502862459e-09,0.9992735078205176,1.54875994886982e-09,0.9994932621753609
1.547166280624893e-09,0.05667438750214004,1.55e-09,0,1.547166280624893e-09,1,1.55e-09,1,1.547166280624893e-09,0.9993796125491772,1.55e-09,0.9995847186256267
1.548759911498514e-09,0.02480177002971495,1.550033751855105e-09,0,1.548759911498514e-09,1,1.550033751855105e-09,1,1.548759911498514e-09,0.9994932474002912,1.550033751855105e-09,0.9996065912059721
1.55e-09,0,1.550101255565313e-09,0,1.55e-09,1,1.550101255565313e-09,1,1.55e-09,0.99958473082736,1.550101255565313e-09,0.999652124460634
1.550033752676305e-09,0,1.550135007420417e-09,0,1.550033752676305e-09,1,1.550135007420417e-09,1,1.550033752676305e-09,0.9996065919359406,1.550135007420417e-09,0.9996748386775055
1.550101258028915e-09,0,1.550202511130626e-09,0,1.550101258028915e-09,1,1.550202511130626e-09,1,1.550101258028915e-09,0.9996521260170442,1.550202511130626e-09,0.9997193029617356
1.55013501070522e-09,0,1.55023626298573e-09,0,1.55013501070522e-09,1,1.55023626298573e-09,1,1.55013501070522e-09,0.9996748412091067,1.55023626298573e-09,0.9997412886831656
1.550202516057829e-09,0,1.550303766695939e-09,0,1.550202516057829e-09,1,1.550303766695939e-09,1,1.550202516057829e-09,0.9997193059603825,1.550303766695939e-09,0.9997843178720859
1.550236268734134e-09,0,1.550438774116356e-09,0,1.550236268734134e-09,1,1.550438774116356e-09,1,1.550236268734134e-09,0.9997412927799659,1.550438774116356e-09,0.9998673253929933
1.550303774086744e-09,0,1.550708788957191e-09,0,1.550303774086744e-09,1,1.550708788957191e-09,1,1.550303774086744e-09,0.9997843223176124,1.550708788957191e-09,1.000022777439195
1.550438784791963e-09,0,1.55124881863886e-09,0,1.550438784791963e-09,1,1.55124881863886e-09,1,1.550438784791963e-09,0.9998673321745731,1.55124881863886e-09,1.00030998552938
1.550708806202402e-09,0,1.552173862126957e-09,0,1.550708806202402e-09,1,1.552173862126957e-09,1,1.550708806202402e-09,1.00002278741625,1.552173862126957e-09,1.000711049737183
1.551248849023279e-09,0,1.55387134368748e-09,0,1.551248849023279e-09,1,1.55387134368748e-09,1,1.551248849023279e-09,1.000310000472379,1.55387134368748e-09,1.001138184727025
