/Q (d_del=4.574359e-10) X,/Q (d_del=4.574359e-10) Y,/Q (d_del=4.623077e-10) X,/Q (d_del=4.623077e-10) Y,/D (d_del=4.574359e-10) X,/D (d_del=4.574359e-10) Y,/D (d_del=4.623077e-10) X,/D (d_del=4.623077e-10) Y,/Clk (d_del=4.574359e-10) X,/Clk (d_del=4.574359e-10) Y,/Clk (d_del=4.623077e-10) X,/Clk (d_del=4.623077e-10) Y
6.64922241503274e-10,1.001688386506129,6.649222558918939e-10,1.001688385744905,6.64922241503274e-10,1,6.649222558918939e-10,1,6.64922241503274e-10,0,6.649222558918939e-10,0
6.772451766457319e-10,1.001714408579136,6.772451647087293e-10,1.0017144068535,6.772451766457319e-10,1,6.772451647087293e-10,1,6.772451766457319e-10,0,6.772451647087293e-10,0
6.871516020957192e-10,1.001835423052021,6.871515029216006e-10,1.001835417109062,6.871516020957192e-10,1,6.871515029216006e-10,1,6.871516020957192e-10,0,6.871515029216006e-10,0
6.950714977162844e-10,1.002142264184809,6.95071300438532e-10,1.002142245379494,6.950714977162844e-10,1,6.95071300438532e-10,1,6.950714977162844e-10,0,6.95071300438532e-10,0
7.010633409795696e-10,1.002620584454708,7.010633660514984e-10,1.00262057720213,7.010633409795696e-10,1,7.010633660514984e-10,1,7.010633409795696e-10,0,7.010633660514984e-10,0
7.078152592046767e-10,1.00356770711909,7.078152958606687e-10,1.003567696170566,7.078152592046767e-10,1,7.078152958606687e-10,1,7.078152592046767e-10,0,7.078152958606687e-10,0
7.111374603875613e-10,1.004078027757685,7.111372905504513e-10,1.004077993459233,7.111374603875613e-10,1,7.111372905504513e-10,1,7.111374603875613e-10,0,7.111372905504513e-10,0
7.144650539343888e-10,1.004351995067145,7.14464809434971e-10,1.004351973969441,7.144650539343888e-10,1,7.14464809434971e-10,1,7.144650539343888e-10,0,7.14464809434971e-10,0
7.183076435622101e-10,1.004457296396998,7.183063906255613e-10,1.004457283039938,7.183076435622101e-10,1,7.183063906255613e-10,1,7.183076435622101e-10,0,7.183063906255613e-10,0
7.212049722251701e-10,1.004408476023507,7.212039098999423e-10,1.004408541103792,7.212049722251701e-10,1,7.212039098999423e-10,1,7.212049722251701e-10,0,7.212039098999423e-10,0
7.234461728842466e-10,1.004202605907609,7.234451701010176e-10,1.004202744430929,7.234461728842466e-10,1,7.234451701010176e-10,1,7.234461728842466e-10,0,7.234451701010176e-10,0
7.256330526043891e-10,1.003861777276353,7.256317733133695e-10,1.003862019291312,7.256330526043891e-10,1,7.256317733133695e-10,1,7.256330526043891e-10,0,7.256317733133695e-10,0
7.280700448126795e-10,1.003386667717388,7.280694103695614e-10,1.003386814828384,7.280700448126795e-10,1,7.280694103695614e-10,1,7.280700448126795e-10,0,7.280694103695614e-10,0
7.304354288259628e-10,1.002887012464861,7.304345308263128e-10,1.00288721423284,7.304354288259628e-10,1,7.304345308263128e-10,1,7.304354288259628e-10,0,7.304345308263128e-10,0
7.334462843155774e-10,1.002288362133099,7.334451833349618e-10,1.002288582876384,7.334462843155774e-10,1,7.334451833349618e-10,1,7.334462843155774e-10,0,7.334451833349618e-10,0
7.372923888323875e-10,1.001631704179951,7.372906893974403e-10,1.001631970754453,7.372923888323875e-10,1,7.372906893974403e-10,1,7.372923888323875e-10,0,7.372906893974403e-10,0
7.427822350075035e-10,1.000952053000341,7.427799743482376e-10,1.00095228100235,7.427822350075035e-10,1,7.427799743482376e-10,1,7.427822350075035e-10,0,7.427799743482376e-10,0
7.502475532696826e-10,1.00042196929466,7.502447969985294e-10,1.000422103314441,7.502475532696826e-10,1,7.502447969985294e-10,1,7.502475532696826e-10,0,7.502447969985294e-10,0
7.594159892878082e-10,1.00014651315369,7.594125235964946e-10,1.000146572482232,7.594159892878082e-10,1,7.594125235964946e-10,1,7.594159892878082e-10,0,7.594125235964946e-10,0
7.713217526874451e-10,1.000041247964314,7.713170348296895e-10,1.00004126562009,7.713217526874451e-10,1,7.713170348296895e-10,1,7.713217526874451e-10,0,7.713170348296895e-10,0
7.866965119067723e-10,1.000018671082019,7.866904107099705e-10,1.000018673741794,7.866965119067723e-10,1,7.866904107099705e-10,1,7.866965119067723e-10,0,7.866904107099705e-10,0
8.06963858839425e-10,1.000013476154728,8.069557167567619e-10,1.000013477661053,8.06963858839425e-10,1,8.069557167567619e-10,1,8.06963858839425e-10,0,8.069557167567619e-10,0
8.339512541012488e-10,1.000009564523866,8.339404566944909e-10,1.000009565963809,8.339512541012488e-10,1,8.339404566944909e-10,1,8.339512541012488e-10,0,8.339404566944909e-10,0
8.699065732886954e-10,1.000005620951093,8.698921089204171e-10,1.00000562197085,8.699065732886954e-10,1,8.698921089204171e-10,1,8.699065732886954e-10,0,8.698921089204171e-10,0
9.179354983607532e-10,1.000003767701051,9.179162356042805e-10,1.000003768354961,9.179354983607532e-10,1,9.179162356042805e-10,1,9.179354983607532e-10,0,9.179162356042805e-10,0
9.589677491803767e-10,1.000002225951531,9.589581178021402e-10,1.000002226175019,9.589677491803767e-10,1,9.589581178021402e-10,1,9.589677491803767e-10,0,9.589581178021402e-10,0
1e-09,1.000002054689922,1e-09,1.000002054671128,1e-09,1,1e-09,1,1e-09,0,1e-09,0
1.0000244140625e-09,1.000021297386755,1.0000244140625e-09,1.000021297385503,1.0000244140625e-09,1,1.0000244140625e-09,1,1.0000244140625e-09,0.0004882812500010706,1.0000244140625e-09,0.0004882812500010706
1.0000732421875e-09,1.000063045924081,1.0000732421875e-09,1.000063045928414,1.0000732421875e-09,1,1.0000732421875e-09,1,1.0000732421875e-09,0.001464843750003212,1.0000732421875e-09,0.001464843750003212
1.0001708984375e-09,1.000146205735001,1.0001708984375e-09,1.000146205735042,1.0001708984375e-09,1,1.0001708984375e-09,1,1.0001708984375e-09,0.003417968750007494,1.0001708984375e-09,0.003417968750007494
1.000366210937501e-09,1.000306550421658,1.000366210937501e-09,1.000306550426118,1.000366210937501e-09,1,1.000366210937501e-09,1,1.000366210937501e-09,0.007324218750016059,1.000366210937501e-09,0.007324218750016059
1.000741159415676e-09,1.000597373793358,1.000741159416795e-09,1.000597373796896,1.000741159415676e-09,1,1.000741159416795e-09,1,1.000741159415676e-09,0.01482318831352069,1.000741159416795e-09,0.01482318833589179
1.001252949973335e-09,1.000959850882641,1.001252949976405e-09,1.000959850892105,1.001252949973335e-09,1,1.001252949976405e-09,1,1.001252949973335e-09,0.0250589994666935,1.001252949976405e-09,0.02505899952809512
1.002057433711744e-09,1.001464036029288,1.002057433718565e-09,1.001464036039755,1.002057433711744e-09,1,1.002057433718565e-09,1,1.002057433711744e-09,0.04114867423488606,1.002057433718565e-09,0.04114867437129641
1.003636434654356e-09,1.00225758679807,1.003636434667379e-09,1.002257586801437,1.003636434654356e-09,1,1.003636434667379e-09,1,1.003636434654356e-09,0.07272869308712632,1.003636434667379e-09,0.07272869334758067
1.00679443653958e-09,1.003370782669582,1.006794436565008e-09,1.003370782671358,1.00679443653958e-09,1,1.006794436565008e-09,1,1.00679443653958e-09,0.1358887307916068,1.006794436565008e-09,0.1358887313001492
1.011204508742662e-09,1.004233336120476,1.011204508731522e-09,1.004233336116947,1.011204508742662e-09,1,1.011204508731522e-09,1,1.011204508742662e-09,0.2240901748532452,1.011204508731522e-09,0.22409017463044
1.017217472559034e-09,1.004626018118659,1.017217472561218e-09,1.004626018115288,1.017217472559034e-09,1,1.017217472561218e-09,1,1.017217472559034e-09,0.3443494511806706,1.017217472561218e-09,0.3443494512243664
1.025292842245453e-09,1.000823722423211,1.025292842230723e-09,1.000823722440295,1.025292842245453e-09,1,1.025292842230723e-09,1,1.025292842245453e-09,0.5058568449090552,1.025292842230723e-09,0.505856844614459
1.029320754832941e-09,0.9933752247135861,1.02932075481896e-09,0.993375224757692,1.029320754832941e-09,1,1.02932075481896e-09,1,1.029320754832941e-09,0.5864150966588151,1.02932075481896e-09,0.5864150963791991
1.032617502986976e-09,0.9797772705204972,1.032617502960176e-09,0.9797772706694194,1.032617502986976e-09,1,1.032617502960176e-09,1,1.032617502986976e-09,0.652350059739527,1.032617502960176e-09,0.6523500592035181
1.036036241595516e-09,0.9552469878649286,1.036036241561698e-09,0.955246988163662,1.036036241595516e-09,1,1.036036241561698e-09,1,1.036036241595516e-09,0.7207248319103121,1.036036241561698e-09,0.7207248312339638
1.039428409103174e-09,0.9188965351955813,1.039428409073948e-09,0.9188965355528883,1.039428409103174e-09,1,1.039428409073948e-09,1,1.039428409103174e-09,0.7885681820634711,1.039428409073948e-09,0.7885681814789605
1.041987708135371e-09,0.8831714064970752,1.041987708121529e-09,0.8831714066979754,1.041987708135371e-09,1,1.041987708121529e-09,1,1.041987708135371e-09,0.8397541627074246,1.041987708121529e-09,0.8397541624305797
1.044233609219249e-09,0.8459297835549007,1.04423360917798e-09,0.8459297842666424,1.044233609219249e-09,1,1.04423360917798e-09,1,1.044233609219249e-09,0.8846721843849872,1.04423360917798e-09,0.8846721835596015
1.045660893998305e-09,0.8197817892375741,1.045660893911435e-09,0.8197817907862721,1.045660893998305e-09,1,1.045660893911435e-09,1,1.045660893998305e-09,0.913217879966107,1.045660893911435e-09,0.9132178782287051
1.047180125574319e-09,0.791353835631085,1.047180125479711e-09,0.7913538371134861,1.047180125574319e-09,1,1.047180125479711e-09,1,1.047180125574319e-09,0.9436025114863721,1.047180125479711e-09,0.9436025095942089
1.048590062787159e-09,0.7671273694164684,1.048590062739855e-09,0.7671273695713882,1.048590062787159e-09,1,1.048590062739855e-09,1,1.048590062787159e-09,0.9718012557431843,1.048590062739855e-09,0.9718012547971048
1.05e-09,0.7488518998394521,1.05e-09,0.7488518987491539,1.05e-09,1,1.05e-09,1,1.05e-09,1,1.05e-09,1
1.05002741319731e-09,0.748555441425786,1.050027413197351e-09,0.7485554403213726,1.05002741319731e-09,1,1.050027413197351e-09,1,1.05002741319731e-09,1,1.050027413197351e-09,1
1.050082239591929e-09,0.7479694226043719,1.050082239592054e-09,0.7479694214740221,1.050082239591929e-09,1,1.050082239592054e-09,1,1.050082239591929e-09,1,1.050082239592054e-09,1
1.050191892381167e-09,0.7468681047897687,1.05019189238146e-09,0.7468681036093795,1.050191892381167e-09,1,1.05019189238146e-09,1,1.050191892381167e-09,1,1.05019189238146e-09,1
1.050411197959644e-09,0.7449517788983467,1.05041119796027e-09,0.7449517776166182,1.050411197959644e-09,1,1.05041119796027e-09,1,1.050411197959644e-09,1,1.05041119796027e-09,1
1.050849809116597e-09,0.7422070010113992,1.050849809117892e-09,0.7422069995319708,1.050849809116597e-09,1,1.050849809117892e-09,1,1.050849809116597e-09,1,1.050849809117892e-09,1
1.051518839737578e-09,0.7406171924009131,1.051518839740273e-09,0.7406171906405177,1.051518839737578e-09,1,1.051518839740273e-09,1,1.051518839737578e-09,1,1.051518839740273e-09,1
1.052412394810974e-09,0.7427713424754829,1.052412394815902e-09,0.7427713404147614,1.052412394810974e-09,1,1.052412394815902e-09,1,1.052412394810974e-09,1,1.052412394815902e-09,1
1.052435897435897e-09,0.7428906078949988,1.053711961738559e-09,0.7526661842524554,1.052435897435897e-09,1,1.053711961738559e-09,1,1.052435897435897e-09,1,1.053711961738559e-09,1
1.052482902685742e-09,0.7431383170623665,1.055509298764629e-09,0.7749651980532569,1.052482902685742e-09,0.9952994750155048,1.055509298764629e-09,1,1.052482902685742e-09,1,1.055509298764629e-09,1
1.052524611019075e-09,0.7433618274649265,1.057307692307692e-09,0.8035542664470016,1.052524611019075e-09,0.9911286416821724,1.057307692307692e-09,1,1.052524611019075e-09,1,1.057307692307692e-09,1
1.052608027685742e-09,0.7438313412112082,1.057391108974359e-09,0.8050065761753443,1.052608027685742e-09,0.9827869750155075,1.057391108974359e-09,0.991658333333335,1.052608027685742e-09,1,1.057391108974359e-09,1
1.052774861019075e-09,0.7448582944670633,1.057557942307692e-09,0.8079259270351586,1.052774861019075e-09,0.9661036416821779,1.057557942307692e-09,0.9749750000000049,1.052774861019075e-09,1,1.057557942307692e-09,1
1.053056228364153e-09,0.7468448128147757,1.057891608974359e-09,0.8138638155779215,1.053056228364153e-09,0.9379669071744167,1.057891608974359e-09,0.9416083333333449,1.053056228364153e-09,1,1.057891608974359e-09,1
1.053396842295146e-09,0.7496495325398111,1.058291784893616e-09,0.8211840179691615,1.053396842295146e-09,0.9039055140751274,1.058291784893616e-09,0.9015907414075874,1.053396842295146e-09,1,1.058291784893616e-09,1
1.053829437316769e-09,0.7537894008442628,1.058697635069209e-09,0.8288517357272505,1.053829437316769e-09,0.8606460119128111,1.058697635069209e-09,0.8610057238483293,1.053829437316769e-09,1,1.058697635069209e-09,1
1.054401076879015e-09,0.7601586704002574,1.059235205114177e-09,0.8393952353167484,1.054401076879015e-09,0.8034820556881825,1.059235205114177e-09,0.8072487193515261,1.054401076879015e-09,1,1.059235205114177e-09,1
1.055264172741383e-09,0.771487791451712,1.060063350369482e-09,0.8563442465360316,1.055264172741383e-09,0.7171724694513824,1.060063350369482e-09,0.7244341938210104,1.055264172741383e-09,1,1.060063350369482e-09,1
1.056511860497863e-09,0.7909563678125262,1.061242256453095e-09,0.8808309943251427,1.056511860497863e-09,0.5924036938034443,1.061242256453095e-09,0.6065435854596908,1.056511860497863e-09,1,1.061242256453095e-09,1
1.058013052491981e-09,0.8177158720854051,1.062457247107639e-09,0.9044041832815879,1.058013052491981e-09,0.4422844943916281,1.062457247107639e-09,0.4850445200052879,1.058013052491981e-09,1,1.062457247107639e-09,1
1.059280066939823e-09,0.841256361983609,1.062787910770314e-09,0.9102827680614953,1.059280066939823e-09,0.3155830496073861,1.062787910770314e-09,0.4519781537378001,1.059280066939823e-09,1,1.062787910770314e-09,1
1.059663141195885e-09,0.8482940875575948,1.063449238095664e-09,0.9211323249068525,1.059663141195885e-09,0.2772756240011882,1.063449238095664e-09,0.3858454212028246,1.059663141195885e-09,1,1.063449238095664e-09,1
1.060429289708009e-09,0.8619799795887819,1.064554974735373e-09,0.9365515351241533,1.060429289708009e-09,0.2006607727887925,1.064554974735373e-09,0.2752717572318522,1.060429289708009e-09,1,1.064554974735373e-09,1
1.061483718023084e-09,0.879707484448003,1.065559723893264e-09,0.947856789302017,1.061483718023084e-09,0.0952179412812667,1.065559723893264e-09,0.1747968414428334,1.061483718023084e-09,1,1.065559723893264e-09,1
1.062435897435897e-09,0.8944052457659142,1.066440170089462e-09,0.9559574415652018,1.062435897435897e-09,0,1.066440170089462e-09,0.08675222182297104,1.062435897435897e-09,1,1.066440170089462e-09,1
1.062519314102564e-09,0.8956285146204918,1.067307692307692e-09,0.9625605501239675,1.062519314102564e-09,0,1.067307692307692e-09,0,1.062519314102564e-09,1,1.067307692307692e-09,1
1.062686147435897e-09,0.898056555568765,1.067391108974359e-09,0.9631366383378607,1.062686147435897e-09,0,1.067391108974359e-09,0,1.062686147435897e-09,1,1.067391108974359e-09,1
1.063019814102564e-09,0.9027980880439416,1.067557942307692e-09,0.9642824569579955,1.063019814102564e-09,0,1.067557942307692e-09,0,1.063019814102564e-09,1,1.067557942307692e-09,1
1.063120864273626e-09,0.9042015474550053,1.067891608974359e-09,0.9664996216219325,1.063120864273626e-09,0,1.067891608974359e-09,0,1.063120864273626e-09,1,1.067891608974359e-09,1
1.06332296461575e-09,0.9069607529189728,1.067993048901229e-09,0.9671471518122468,1.06332296461575e-09,0,1.067993048901229e-09,0,1.06332296461575e-09,1,1.067993048901229e-09,1
1.063719357626785e-09,0.9121854260579529,1.068195928754969e-09,0.9684013870179133,1.063719357626785e-09,0,1.068195928754969e-09,0,1.063719357626785e-09,1,1.068195928754969e-09,1
1.064512143648856e-09,0.9218870916813333,1.068591744027407e-09,0.9706987498660398,1.064512143648856e-09,0,1.068591744027407e-09,0,1.064512143648856e-09,1,1.068591744027407e-09,1
1.065455751723276e-09,0.9321684069102864,1.069383374572281e-09,0.9747534605725627,1.065455751723276e-09,0,1.069383374572281e-09,0,1.065455751723276e-09,1,1.069383374572281e-09,1
1.066293217145021e-09,0.9402013900997359,1.07096663566203e-09,0.9810939634828881,1.066293217145021e-09,0,1.07096663566203e-09,0,1.066293217145021e-09,1,1.07096663566203e-09,1
1.06719286481778e-09,0.9477678355156086,1.072873049311332e-09,0.9863930966657913,1.06719286481778e-09,0,1.072873049311332e-09,0,1.06719286481778e-09,1,1.072873049311332e-09,1
1.06834869585902e-09,0.9560318048867252,1.075230893296209e-09,0.9906406814390845,1.06834869585902e-09,0,1.075230893296209e-09,0,1.06834869585902e-09,1,1.075230893296209e-09,1
1.069383788103678e-09,0.9622221271013556,1.078224656917043e-09,0.9937297552273829,1.069383788103678e-09,0,1.078224656917043e-09,0,1.069383788103678e-09,1,1.078224656917043e-09,1
1.070723479886396e-09,0.9688397952454557,1.082416512662899e-09,0.9955324978427594,1.070723479886396e-09,0,1.082416512662899e-09,0,1.070723479886396e-09,1,1.082416512662899e-09,1
1.072466543413382e-09,0.9755731319264701,1.087463635124731e-09,0.9961340896355486,1.072466543413382e-09,0,1.087463635124731e-09,0,1.072466543413382e-09,1,1.087463635124731e-09,1
1.074653938672483e-09,0.9817812259016911,1.092163294182584e-09,0.9964687603571213,1.074653938672483e-09,0,1.092163294182584e-09,0,1.074653938672483e-09,1,1.092163294182584e-09,1
1.077535259517157e-09,0.9873430559028848,1.095762612634906e-09,0.9967884149763824,1.077535259517157e-09,0,1.095762612634906e-09,0,1.077535259517157e-09,1,1.095762612634906e-09,1
1.081556454845849e-09,0.9920309677325333,1.099528889620046e-09,0.9971127266969093,1.081556454845849e-09,0,1.099528889620046e-09,0,1.081556454845849e-09,1,1.099528889620046e-09,1
1.086432335143782e-09,0.9950012184025353,1.1038874243959e-09,0.9974505503050874,1.086432335143782e-09,0,1.1038874243959e-09,0,1.086432335143782e-09,1,1.1038874243959e-09,1
1.092615347012827e-09,0.9966767891956272,1.110241121572097e-09,0.9978566065746769,1.092615347012827e-09,0,1.110241121572097e-09,0,1.092615347012827e-09,1,1.110241121572097e-09,1
1.100919326238906e-09,0.9973152184487099,1.118201626151654e-09,0.9982440955161591,1.100919326238906e-09,0,1.118201626151654e-09,0,1.100919326238906e-09,1,1.118201626151654e-09,1
1.111716609676021e-09,0.9969470698442533,1.130671864574467e-09,0.9986771388003134,1.111716609676021e-09,0,1.130671864574467e-09,0,1.111716609676021e-09,1,1.130671864574467e-09,1
1.125255438319279e-09,0.9951763822959121,1.149359045119284e-09,0.9991005248957944,1.125255438319279e-09,0,1.149359045119284e-09,0,1.125255438319279e-09,1,1.149359045119284e-09,1
1.142705142627891e-09,0.9885690836706518,1.173598600378532e-09,0.9994272971887038,1.142705142627891e-09,0,1.173598600378532e-09,0,1.142705142627891e-09,1,1.173598600378532e-09,1
1.159757092888367e-09,0.9650263265689976,1.201149155055818e-09,0.9996295729809352,1.159757092888367e-09,0,1.201149155055818e-09,0,1.159757092888367e-09,1,1.201149155055818e-09,1
1.172309192684357e-09,0.9179799745793135,1.232527360983087e-09,0.9997495794283388,1.172309192684357e-09,0,1.232527360983087e-09,0,1.172309192684357e-09,1,1.232527360983087e-09,1
1.182444088521056e-09,0.8529064253505582,1.269512895235076e-09,0.9998221116707646,1.182444088521056e-09,0,1.269512895235076e-09,0,1.182444088521056e-09,1,1.269512895235076e-09,1
1.190062575406713e-09,0.794713126950771,1.317099183116617e-09,0.9998700947478091,1.190062575406713e-09,0,1.317099183116617e-09,0,1.190062575406713e-09,1,1.317099183116617e-09,1
1.19982701845221e-09,0.7207262452975607,1.381926482405355e-09,0.9999050443650914,1.19982701845221e-09,0,1.381926482405355e-09,0,1.19982701845221e-09,1,1.381926482405355e-09,1
1.206677351674928e-09,0.6707347239958185,1.440963241202678e-09,0.9999233277654428,1.206677351674928e-09,0,1.440963241202678e-09,0,1.206677351674928e-09,1,1.440963241202678e-09,1
1.212221422541034e-09,0.6305242035360689,1.5e-09,0.9999363701006438,1.212221422541034e-09,0,1.5e-09,0,1.212221422541034e-09,1,1.5e-09,1
1.218460553613697e-09,0.5848972570858978,1.5001953125e-09,0.9998202937378413,1.218460553613697e-09,0,1.5001953125e-09,0,1.218460553613697e-09,1,1.5001953125e-09,0.9960937499999977
1.224396920889834e-09,0.5423055015638825,1.5005859375e-09,0.999602270027018,1.224396920889834e-09,0,1.5005859375e-09,0,1.224396920889834e-09,1,1.5005859375e-09,0.988281249999997
1.2306890610648e-09,0.4998051840450055,1.5013671875e-09,0.9992480846273106,1.2306890610648e-09,0,1.5013671875e-09,0,1.2306890610648e-09,1,1.5013671875e-09,0.9726562499999959
1.238266354074116e-09,0.4512712126739966,1.50253212949433e-09,0.9988655398717324,1.238266354074116e-09,0,1.50253212949433e-09,0,1.238266354074116e-09,1,1.50253212949433e-09,0.9493574101134107
1.247221402363323e-09,0.3857961100532747,1.503634266781749e-09,0.9986272851184809,1.247221402363323e-09,0,1.503634266781749e-09,0,1.247221402363323e-09,1,1.503634266781749e-09,0.9273146643650242
1.254054725873088e-09,0.3140235202625093,1.505649708239229e-09,0.9983586715985663,1.254054725873088e-09,0,1.505649708239229e-09,0,1.254054725873088e-09,1,1.505649708239229e-09,0.8870058352154294
1.259631460899993e-09,0.2305968560690813,1.509137465140195e-09,0.9981579547893574,1.259631460899993e-09,0,1.509137465140195e-09,0,1.259631460899993e-09,1,1.509137465140195e-09,0.8172506971960953
1.263765489495069e-09,0.1643965144815455,1.514738320149763e-09,0.998091175456322,1.263765489495069e-09,0,1.514738320149763e-09,0,1.263765489495069e-09,1,1.514738320149763e-09,0.705233597004751
1.265165360065015e-09,0.1442221550607025,1.522830627520598e-09,0.9981258781940205,1.265165360065015e-09,0,1.522830627520598e-09,0,1.265165360065015e-09,1,1.522830627520598e-09,0.5433874495880503
1.266510435764053e-09,0.1259039961707769,1.526812782279521e-09,0.9981795665373112,1.266510435764053e-09,0,1.526812782279521e-09,0,1.266510435764053e-09,1,1.526812782279521e-09,0.4637443544095784
1.267835222292178e-09,0.1077013666739755,1.529969780517806e-09,0.998280432736692,1.267835222292178e-09,0,1.529969780517806e-09,0,1.267835222292178e-09,1,1.529969780517806e-09,0.4006043896438807
1.269655241979603e-09,0.08283895206103292,1.534107874098236e-09,0.9985399573440746,1.269655241979603e-09,0,1.534107874098236e-09,0,1.269655241979603e-09,1,1.534107874098236e-09,0.3178425180352785
1.271273923278378e-09,0.06288524155155588,1.537262729996795e-09,0.9988404940602389,1.271273923278378e-09,0,1.537262729996795e-09,0,1.271273923278378e-09,1,1.537262729996795e-09,0.2547454000640984
1.272673523506379e-09,0.04832864348468092,1.540671644353432e-09,0.9992293930389665,1.272673523506379e-09,0,1.540671644353432e-09,0,1.272673523506379e-09,1,1.540671644353432e-09,0.1865671129313619
1.273946885594109e-09,0.03755499126189481,1.544514845877102e-09,0.9997002656095482,1.273946885594109e-09,0,1.544514845877102e-09,0,1.273946885594109e-09,1,1.544514845877102e-09,0.1097030824579651
1.275083252711212e-09,0.02987930016978722,1.545929367553776e-09,0.9998682028977856,1.275083252711212e-09,0,1.545929367553776e-09,0,1.275083252711212e-09,1,1.545929367553776e-09,0.08141264892447719
1.276143821390141e-09,0.02411665110977943,1.547358397293584e-09,1.000030240039282,1.276143821390141e-09,0,1.547358397293584e-09,0,1.276143821390141e-09,1,1.547358397293584e-09,0.05283205412833081
1.277534926371628e-09,0.01814372071580861,1.548909806164119e-09,1.000217409532254,1.277534926371628e-09,0,1.548909806164119e-09,0,1.277534926371628e-09,1,1.548909806164119e-09,0.02180387671761719
1.27864598349865e-09,0.0144107294229806,1.55e-09,1.000348025374915,1.27864598349865e-09,0,1.55e-09,0,1.27864598349865e-09,1,1.55e-09,0
1.280086828367792e-09,0.01062143592227254,1.550032412156186e-09,1.000373290012688,1.280086828367792e-09,0,1.550032412156186e-09,0,1.280086828367792e-09,1,1.550032412156186e-09,0
1.281878352662091e-09,0.007193442333393807,1.550097236468557e-09,1.0004253667777,1.281878352662091e-09,0,1.550097236468557e-09,0,1.281878352662091e-09,1,1.550097236468557e-09,0
1.28420094800854e-09,0.004265712259846601,1.550129648624743e-09,1.000451052763561,1.28420094800854e-09,0,1.550129648624743e-09,0,1.28420094800854e-09,1,1.550129648624743e-09,0
1.287244598454091e-09,0.002094113554231267,1.550194472937114e-09,1.000500977108023,1.287244598454091e-09,0,1.550194472937114e-09,0,1.287244598454091e-09,1,1.550194472937114e-09,0
1.291593468829511e-09,0.0007083637884906064,1.5502268850933e-09,1.000525529831133,1.291593468829511e-09,0,1.5502268850933e-09,0,1.291593468829511e-09,1,1.5502268850933e-09,0
1.297785448785008e-09,0.0001424733690135276,1.550291709405671e-09,1.000573398533501,1.297785448785008e-09,0,1.550291709405671e-09,0,1.297785448785008e-09,1,1.550291709405671e-09,0
1.306497811110264e-09,2.663566210388996e-05,1.550421358030414e-09,1.000665237852465,1.306497811110264e-09,0,1.550421358030414e-09,0,1.306497811110264e-09,1,1.550421358030414e-09,0
1.319670610338535e-09,1.485056196933681e-05,1.5506806552799e-09,1.000833926493456,1.319670610338535e-09,0,1.5506806552799e-09,0,1.319670610338535e-09,1,1.5506806552799e-09,0
1.342421659469932e-09,2.54264994520205e-06,1.55119924977887e-09,1.001120477999322,1.342421659469932e-09,0,1.55119924977887e-09,0,1.342421659469932e-09,1,1.55119924977887e-09,0
1.384878862669251e-09,3.68359980514335e-07,1.55208384073641e-09,1.001486917558623,1.384878862669251e-09,0,1.55208384073641e-09,0,1.384878862669251e-09,1,1.55208384073641e-09,0
1.445717165122111e-09,-3.234105184819966e-07,1.553691792121179e-09,1.00189250880476,1.445717165122111e-09,0,1.553691792121179e-09,0,1.445717165122111e-09,1,1.553691792121179e-09,0
1.5e-09,4.996225754408693e-07,1.55565665134968e-09,1.002113883518016,1.5e-09,0,1.55565665134968e-09,0,1.5e-09,1,1.55565665134968e-09,0
1.500048828125e-09,-0.0001033071220704202,1.558076269065148e-09,1.00215824339721,1.500048828125e-09,0,1.558076269065148e-09,0,1.500048828125e-09,0.9990234374999958,1.558076269065148e-09,0
1.500146484375001e-09,-0.0003239349387165647,1.560787725897717e-09,1.002080366490552,1.500146484375001e-09,0,1.560787725897717e-09,0,1.500146484375001e-09,0.9970703124999916,1.560787725897717e-09,0
1.500341796875001e-09,-0.0007799851623449598,1.563197934488367e-09,1.002035138628591,1.500341796875001e-09,0,1.563197934488367e-09,0,1.500341796875001e-09,0.9931640624999829,1.563197934488367e-09,0
1.500732421875002e-09,-0.00166163490536572,1.566666308726357e-09,1.002064965491437,1.500732421875002e-09,0,1.566666308726357e-09,0,1.500732421875002e-09,0.9853515624999658,1.566666308726357e-09,0
1.501346506751344e-09,-0.002774044716784812,1.56996030271529e-09,1.002130061610645,1.501346506751344e-09,0,1.56996030271529e-09,0,1.501346506751344e-09,0.9730698649731125,1.56996030271529e-09,0
1.502166075919566e-09,-0.004028914519872855,1.572725644405971e-09,1.002156380813823,1.502166075919566e-09,0,1.572725644405971e-09,0,1.502166075919566e-09,0.9566784816086835,1.572725644405971e-09,0
1.503363590546573e-09,-0.005366686511438991,1.575854871658948e-09,1.002154983608657,1.503363590546573e-09,0,1.575854871658948e-09,0,1.503363590546573e-09,0.9327281890685385,1.575854871658948e-09,0
1.505482295022277e-09,-0.006765145916726736,1.579141304506914e-09,1.002138468313464,1.505482295022277e-09,0,1.579141304506914e-09,0,1.505482295022277e-09,0.8903540995544525,1.579141304506914e-09,0
1.509074283886329e-09,-0.007737458743924032,1.583127825124975e-09,1.002114512856845,1.509074283886329e-09,0,1.583127825124975e-09,0,1.509074283886329e-09,0.818514322273428,1.583127825124975e-09,0
1.514289212405163e-09,-0.008033653734565181,1.588023629979272e-09,1.002096084836826,1.514289212405163e-09,0,1.588023629979272e-09,0,1.514289212405163e-09,0.7142157518967496,1.588023629979272e-09,0
